,SERPINA3,PMEL,DCT,IFITM1,APOD,A2M,IFI27,APOC2,RGS1,SPP1,CAPG,TM4SF1,TYR,CTSK,ANXA1,MIA,HSPA1A,CRYAB,GDF15,CAPN3,TSC22D3,FN1,DUSP1,HSPA1B,QPCT,APOE,EGR1,MT1X,S100A4,SERPINE2,NNMT,MLANA,FOS,CTSL1,MCAM,LHFPL3-AS1,APOC1,DDIT3,CRIP2,MT1E,TNFRSF12A,PRKCDBP,IER3,TMSB4X,S100A16,SELM,IGFBP7,LOXL4,NSG1,SLC20A1,MYC,CD74,BIRC7,SLC26A2,LOXL3,PLTP,RAB38,RCAN1,PLEKHB1,group
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C12-S132-comb,9.3259,7.1088,0.0,0.0,12.22,8.3865,6.2546,7.3215,5.7113,7.7775,2.9993,3.1535,6.8863,0.0,7.021,9.3844,8.1979,3.9153,6.1945,6.246,7.1191,2.6875,5.7354,5.0414,0.0,7.1334,7.4056,6.0933,5.3633,10.357000000000001,4.5647,4.3895,10.061,9.3611,4.2616,0.0,6.8472,6.7759,5.6459,0.0,0.0,0.0,6.144,3.147,2.4109,4.4681,0.0,0.0,4.4037,6.0506,0.0,0.0,5.9095,7.0278,0.0,1.8375,0.0,0.0,3.5772,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A06-S6-comb,7.9433,9.3106,0.0,0.0,10.235,6.5214,7.4151,5.1679,0.0,4.5284,5.995,6.809,8.8189,0.0,6.4042,8.3355,7.2853,4.9628,3.9974,6.7463,7.747000000000001,0.0,5.0114,6.3213,6.0587,5.8629999999999995,5.902,3.9263,0.0,9.9558,3.2185,7.0406,9.5017,6.0521,5.8558,0.0,6.3955,5.6674,3.4588,0.0,3.5956,2.9292,5.2128,3.1654,4.1751,0.0,6.1065,5.0769,5.5996,3.446,1.4834,0.0,2.1763,4.1664,0.0,0.0,3.7066,4.7414,4.2137,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B05-S113-comb,10.832,7.9442,0.0,0.0,11.987,9.0272,7.3423,7.7114,0.0,8.8219,0.0,7.7339,8.4159,4.6714,6.1957,10.106,9.7954,6.3154,7.1408,6.0401,6.7191,3.8168,6.2588,8.5408,6.5403,6.8103,7.6197,5.1102,5.7444,9.9786,4.7364,3.9739999999999998,9.9663,8.0349,3.7827,0.0,5.515,7.4168,0.0,2.5878,1.6563,0.0,4.3439,3.642,4.2957,3.8755,0.0,0.0,4.8969,2.0111,1.4626,6.7516,0.0,7.5184,2.1006,2.8296,2.7814,0.0,3.8595,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A02-S98-comb,4.2645,10.439,0.0,0.0,6.5323,6.8584,6.8020000000000005,6.2071,3.5688,3.4675,3.5666,6.1596,7.7029,2.8508,7.5761,8.1021,6.007999999999999,2.7997,6.9943,6.9872,5.7431,0.20414000000000002,2.4052,4.1414,5.6108,3.5749,4.6737,2.2913,0.0,9.3492,5.1754,7.2627,8.7984,6.7341,5.9065,0.0,5.189,6.7372,3.2225,0.0,5.3289,3.6227,5.6918,3.3033,4.9174,3.6923,1.7185,3.2183,5.5696,3.6895,2.0454,1.8274,6.1157,4.9028,1.359,0.0,2.8223,5.034,2.0293,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G09-S177-comb,7.7906,9.1049,0.0,0.0,8.0004,8.3666,4.9827,7.769,0.0,5.0944,0.0,5.0646,7.8376,4.0515,4.9927,7.5549,7.5521,4.1809,5.2282,6.9695,4.266,1.044,5.9022,6.511,5.0984,6.4291,6.7569,5.6855,3.2093,9.0433,0.0,6.4966,9.3133,4.7989,3.4193,0.0,6.8937,6.2012,5.1875,4.9215,1.4844,2.1941,3.2923,0.0,2.9855,1.9471,3.1908,5.0109,4.3437,1.0093,1.3028,3.2374,6.6343,5.0498,0.0,0.0,3.5899,4.4996,4.6116,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D02-S326-comb,8.2832,8.6453,0.0,0.0,10.024,8.0217,7.3591,6.5127,0.0,5.9574,3.2716,0.0,8.1808,0.0,6.0467,9.2777,8.2541,6.3148,0.0,7.6084,6.8717,0.0,0.0,5.7455,5.69,6.4991,4.9879,0.0,5.6698,9.916,4.9166,6.0299,8.061,0.0,5.2335,0.0,0.0,0.0,4.7257,0.0,0.0,3.9748,3.7124,2.9067,5.2784,3.283,4.9623,4.7414,5.2096,0.0,2.6636,5.1063,5.2454,5.156000000000001,0.0,0.0,0.0,0.0,4.8552,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C04-S124-comb,8.2147,6.284,0.0,0.0,8.713,4.7748,6.7345,4.0391,0.0,6.2595,3.8636,6.3673,7.0383,0.0,6.7597,6.4042,7.9545,2.6951,5.0628,6.8685,4.2277,1.4141,6.9156,5.2522,4.6602,6.7692,5.2228,6.0274,0.0,8.0382,4.2139,6.153,8.4292,6.4828,2.8554,2.2573,3.3083,5.8489,5.8475,0.0,5.4173,2.9853,0.0,0.0,4.7965,5.0813,6.0003,2.6949,4.8239,2.3106,0.0,4.2987,1.9169,4.6681,0.0,0.0,3.0277,0.0,0.0,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B03-S111-comb,1.7286,7.7797,0.0,0.0,7.9408,3.2188,6.7523,7.3275,0.0,4.7319,0.0,6.9599,7.1421,0.0,7.6828,7.0911,4.2302,6.4741,4.87,8.8909,7.7353,0.0,0.0,4.7325,4.492,5.2985,0.0,5.5691,4.1567,7.1934,5.4259,7.4739,0.0,0.0,0.0,0.0,6.0922,0.0,2.9372,4.7349,5.3845,0.0,3.7126,0.0,3.0243,0.0,5.5843,0.0,4.9877,4.7116,0.0,0.0,0.0,4.4952,1.9065,0.0,0.0,0.0,5.2765,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E03-S339-comb,8.1386,9.7487,0.0,0.0,10.749,8.6222,6.2685,7.0054,0.0,6.0683,4.5288,5.894,8.4177,2.519,5.7923,9.2903,5.6458,6.2393,3.0592,6.6154,6.8512,0.0,2.0552,3.173,5.7203,7.7533,3.275,5.0899,2.5413,9.6906,0.0,5.752999999999999,5.5005,5.7618,6.2903,4.3028,0.0,4.0125,1.4962,0.0,0.0,0.0,0.0,3.0969,0.0,0.0,5.2096,4.7364,6.1787,0.0,0.0,0.0,4.6548,6.0758,3.7091,0.0,0.0,5.8819,5.2213,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C06-S126-comb,8.468,7.4449,0.0,0.0,10.488,8.0271,6.5682,5.6308,0.0,7.6189,0.0,7.1069,9.0828,0.0,5.8625,8.3019,8.4036,4.3854,1.6392,7.7281,7.7322,1.5874,7.2634,6.9928,6.4304,7.3826,7.2777,6.4567,2.7562,9.4099,4.3088,6.395,9.7427,4.7457,5.8419,0.0,5.9132,5.1557,4.5904,7.017,1.8082,0.0,4.2746,0.0,3.7045,3.1635,5.9027,0.72072,5.0404,2.7284,2.8311,4.3589,4.3397,6.6011,1.8278,0.0,0.0,2.6583,5.2636,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C09-S129-comb,9.0586,9.557,0.0,0.0,8.9665,6.5639,7.2176,6.8354,0.0,6.6444,0.0,7.1263,7.8634,5.2894,7.9123,7.9001,7.0155,6.0362,5.319,7.2706,5.0492,0.0,6.2322,6.4285,4.7021,6.8196,6.4622,5.1234,0.0,9.2334,6.5606,7.013,8.4259,6.7431,5.2209,0.0,5.6684,6.5437,3.3067,6.5825,6.212000000000001,4.8042,6.0231,2.5423,5.8005,3.7996,5.0376,4.6751,5.0049,5.5915,2.9302,0.0,5.6291,5.9635,2.3595,0.0,4.8432,0.0,4.4535,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C12-S324-comb,6.2426,9.5775,0.0,0.0,8.5969,5.2356,5.8966,3.915,0.0,4.7748,0.0,5.207999999999999,6.9531,4.2193,5.8776,7.0032,6.5597,0.0,0.0,7.1815,5.8059,2.6114,2.0486,5.0171,6.4807,5.8877,6.7783,3.3948,6.3757,8.6547,0.0,7.7238,8.7564,3.2838,4.762,0.0,4.0811,0.0,0.0,4.4864,2.0711,2.8819,0.0,0.0,4.2865,4.3885,5.0431,4.5339,4.6734,0.0,0.0,1.8028,0.0,6.1759,0.0,0.0,0.0,4.2746,2.8681,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A08-S104-comb,9.307,7.8431,0.0,0.0,12.35,9.2081,6.4823,5.4745,0.0,7.8684,3.7492,6.8945,8.2669,2.1638,7.4767,9.8141,9.132,3.4981,4.8197,6.7375,5.7546,0.0,5.6565,8.2078,6.7898,5.9556,7.8032,0.0,5.5187,9.3196,6.882999999999999,4.0126,10.427999999999999,7.4876,4.5795,0.0,6.1187,7.5887,0.0,5.54,6.2931,0.0,6.6556,0.0,2.8494,0.0,4.2091,4.4455,5.8293,2.8722,2.6413,2.8967,0.0,7.9254,0.0,0.0,0.0,3.4975,1.3516,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G02-S74-comb,10.038,6.3732,0.0,0.0,8.9673,8.0787,7.5943,6.8511,0.0,7.704,2.8726,7.8394,6.9768,5.0936,5.8151,7.9664,7.7909,0.0,3.5003,2.8969,7.5122,0.0,1.5671,6.441,4.7512,6.7757,6.9408,0.0,0.0,11.097999999999999,4.0307,3.5478,9.7326,8.2823,0.0,0.0,5.7384,7.1491,4.4114,4.2969,4.1078,4.4055,4.9476,0.0,6.6813,2.8899,0.0,0.0,4.4717,5.0554,1.4152,1.8957,4.6868,7.007999999999999,0.0,0.0,0.0,4.1191,2.3054,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D03-S327-comb,8.867,7.3666,0.0,0.0,10.107000000000001,7.941,6.3607,6.0143,0.0,6.8773,6.388999999999999,1.8532,7.7348,3.4766,4.7037,10.203,5.1145,4.673,4.1178,6.8101,7.2103,0.0,0.0,0.0,4.9461,3.9764,4.9929,4.4037,2.5852,8.8981,0.0,5.0224,6.3667,5.3232,6.0712,0.0,5.0553,5.069,0.0,3.8609,3.9167,5.5476,5.9898,4.8255,4.7013,4.46,5.9273,4.6205,4.2529,1.6402,0.0,6.2057,0.0,3.661,5.5521,5.4472,4.58,5.5455,4.1116,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G07-S175-comb,8.3713,7.581,0.0,0.0,9.8007,8.2541,6.2037,5.6904,0.0,6.5851,0.0,6.1957,8.2072,0.0,6.3298,8.5982,6.2686,0.0,5.3474,7.0648,1.7689,2.158,1.6135,4.8722,4.8185,6.2896,3.3408,0.0,6.3066,9.4838,6.6484,3.5988,5.4387,8.4596,3.8555,0.0,3.5889,0.0,0.0,4.367,4.9471,0.0,0.0,0.0,3.7349,5.3728,3.6532,2.715,5.7492,4.6536,0.0,0.0,0.0,7.2074,1.2085,0.0,3.286,5.079,5.1769,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B12-S312-comb,5.771,10.523,0.0,0.0,8.2675,6.277,6.5746,5.8136,0.0,4.902,0.0,4.6243,8.9367,4.6224,6.6116,7.6646,5.7411,5.1301,6.4685,7.6256,6.2216,0.0,2.269,5.2841,6.4606,5.3545,5.388,3.6903,0.0,9.2692,4.8862,6.187,7.612,4.2489,5.0366,0.0,5.8146,6.3958,4.1584,0.0,3.1486,0.0,3.8758,0.0,5.7303,2.8452,5.2969,3.7168,6.2496,4.2865,3.5289,5.6459,0.0,2.8438,3.9065,0.0,0.0,4.1807,3.6989,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F08-S356-comb,8.979,10.15,0.0,0.0,11.798,8.1871,6.1306,6.1658,0.0,6.9363,5.0519,1.0029,7.7469,0.0,7.5527,10.003,6.2915,3.1809,0.0,6.0892,7.495,0.0,5.3814,2.8351,0.99711,4.7857,7.6704,4.4366,8.7559,10.677999999999999,0.0,6.6659,9.6547,4.1553,0.58015,0.0,7.7494,6.2257,5.4408,0.0,5.0659,0.0,0.0,0.0,1.4044,5.1685,0.0,4.1763,5.1162,4.8483,1.2690000000000001,3.846,6.5763,5.7098,0.0,0.0,0.0,0.0,6.3699,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G03-S363-comb,4.8948,10.417,2.5929,0.0,4.8651,6.2891,7.4749,4.8804,0.0,5.2191,3.8931,3.514,7.1753,0.0,6.8158,2.1177,6.3224,0.0,3.2907,8.4529,4.0101,4.2196,3.5581,5.5267,6.9775,3.9128,5.582999999999999,0.0,0.0,7.0281,0.0,7.6332,6.4091,1.2197,3.1197,3.3864,0.0,5.4432,3.8784,0.0,0.0,0.0,0.0,0.0,0.0,2.9973,3.8494,0.0,5.2037,0.0,0.0,0.0,3.3867,0.0,0.0,0.0,5.022,6.2586,5.8218,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F08-S164-comb,8.7908,9.9568,0.0,0.0,11.952,8.2288,7.1457,6.9111,0.0,0.0,3.2732,7.0726,8.9106,4.5692,5.8793,9.0497,7.1256,5.6196,4.4727,6.6597,7.0508,0.0,6.5748,5.9422,7.1466,7.645,7.6743,4.1583,4.3066,9.5668,1.4615,7.255,9.9892,7.1085,5.3296,0.0,4.8839,3.7027,5.319,6.3854,6.5351,0.0,4.5689,0.0,4.4863,3.8214,5.4532,3.3892,5.5589,6.0761,4.0889999999999995,3.8194,4.5093,6.1062,0.0,0.0,0.0,0.0,5.1222,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H04-S184-comb,0.0,7.5649,0.0,0.0,6.4777,0.0,7.2107,6.4466,2.1658,0.0,6.8028,6.2887,5.8803,0.0,7.6716,6.6357,1.5632,0.0,4.9016,8.4354,6.5973,0.0,0.0,0.0,0.0,0.0,0.0,7.2023,5.7939,4.8304,0.0,8.0377,4.895,0.0,0.0,0.0,6.2357,0.0,0.0,0.0,6.5462,0.0,0.0,0.0,5.2664,0.0,0.0,0.0,6.6465,0.0,4.0937,0.0,5.7927,3.9883,0.0,0.0,5.3611,0.0,0.0,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C09-S321-comb,0.0,4.9478,0.0,0.0,3.5785,0.0,6.8939,0.0,2.1583,0.0,5.9295,5.9217,0.0,0.0,8.8822,0.0,6.9339,0.0,4.4265,0.0,6.7677,6.3426,3.3778,4.401,0.0,0.0,6.0882,2.9287,4.5044,7.9315,0.0,0.0,7.1674,8.1028,3.1506,0.0,0.0,7.7439,6.6241,5.2003,7.501,5.3465,5.9849,1.642,2.5,0.0,3.7062,3.9058,0.0,4.1901,0.0,6.3195,0.0,0.19155999999999998,0.0,0.0,3.0822,5.4976,0.0,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C03-S123-comb,7.4872,9.1688,0.0,0.0,9.4257,7.791,7.2613,6.4662,3.6237,7.8214,4.2854,5.5677,9.113999999999999,3.8035,6.112,7.8527,6.1132,0.0,0.0,8.0868,7.8977,0.0,7.3260000000000005,4.3878,6.2237,7.7547,7.5129,0.0,5.3321,9.2519,3.0864,6.1942,9.2987,5.3696,5.4778,0.0,6.153,6.3875,3.0045,6.1815,0.0,0.0,0.0,0.0,0.0,4.9992,6.3176,3.2214,6.0557,0.0,6.5799,3.3707,3.7684,4.5319,0.0,0.0,5.5586,3.8687,5.0812,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F12-S168-comb,8.5513,8.1918,0.0,0.0,9.0344,8.9407,6.8742,6.1835,7.8972,9.0244,5.0721,6.3391,8.9113,3.3982,5.6036,8.312000000000001,5.7833,3.5707,7.5706,7.0117,7.3815,5.4143,5.3835,5.489,7.1228,7.4798,6.6928,5.4491,4.5941,10.690999999999999,0.0,6.1492,9.5698,6.6041,4.4018,0.0,5.4847,5.3675,0.0,4.0577,6.621,0.0,6.8818,0.0,0.0,4.5087,5.0249,4.4103,5.641,4.5228,5.8398,0.0,0.0,6.5029,0.0,0.0,0.0,5.5353,3.693,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B01-S109-comb,10.062999999999999,9.5217,0.0,0.0,9.8006,8.9033,6.607,7.6502,0.0,8.9536,3.8363,6.2407,8.2068,0.0,6.8196,8.6413,8.1279,4.7424,5.9094,6.9649,6.7897,4.4021,0.0,7.9516,6.4822,7.0052,7.1673,3.7344,0.0,11.061,6.0949,6.4904,10.097999999999999,7.8912,3.9678,0.0,5.9922,7.0757,4.265,7.1371,3.2016,5.2366,3.4681,3.9424,4.8398,5.5265,0.0,3.5588,5.0563,3.5277,0.0,1.9092,5.6751,6.3919,0.0,0.0,3.6157,0.0,4.7547,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D10-S142-comb,8.0487,10.595999999999998,0.0,0.0,7.8645,7.4218,5.3248,6.011,8.317,5.9024,4.2636,3.8811,8.74,0.0,6.235,6.7045,8.2509,4.4433,7.2887,8.1795,5.4165,0.0,7.5663,6.6572,5.517,6.4477,6.7745,0.0,0.0,8.4607,0.0,6.4356,9.6118,4.2336,6.9188,0.0,4.6991,6.9772,3.3192,0.0,0.0,6.2049,5.48,4.5913,5.1794,4.7519,0.0,4.4712,6.5442,2.5331,4.6141,4.1653,4.2956,4.6339,2.8539999999999996,3.6455,1.7185,0.0,2.0922,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B06-S114-comb,9.1177,9.8847,0.0,0.0,10.652999999999999,7.7805,6.2681,6.1426,8.1179,7.0272,5.8941,7.3829,8.4816,3.5875,6.9941,8.9143,8.1291,2.0793,5.0733,7.5876,7.4306,0.0,6.327000000000001,6.0944,6.1848,5.9201,6.6708,5.4982,0.0,8.9608,5.2485,6.5376,9.4602,7.7434,6.5965,0.0,5.6103,7.3399,4.0499,5.2772,5.856,3.9215,0.0,0.0,4.362,4.9086,2.2259,3.9313,6.1431,5.382000000000001,3.7501,0.0,6.1327,6.6468,3.4531,4.4985,3.4217,5.6032,5.1051,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B06-S18-comb,9.0081,7.4266,0.0,0.0,8.9032,7.143,6.4459,6.5065,0.0,6.3454,3.3304,7.5173,8.5617,3.5263,6.7907,7.901,5.4351,2.8444,5.6045,6.13,7.2151,0.8512,6.395,4.9446,5.1166,6.3162,6.6036,3.718,0.0,9.0496,4.9761,6.7266,8.6781,6.5018,5.6177,0.0,4.0306,7.2607,4.3317,5.034,3.6627,3.1266,5.7784,0.0,0.0,3.3609,6.1628,2.9159,4.9745,0.0,3.0236,3.2236,0.0,6.3111,0.0,0.0,4.3846,3.5729,4.3049,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C08-S320-comb,6.5872,9.1974,0.0,0.0,9.4013,6.9589,7.2117,5.9891,0.0,6.4272,1.7924,3.9874,7.9679,4.9665,6.751,9.4556,5.8667,4.9319,1.2253,5.7154,5.6564,5.0679,0.0,4.9514,4.4728,2.6891,4.7501,3.9129,5.0169999999999995,8.0482,4.4583,7.2606,6.3756,7.6698,5.3466,0.0,5.0285,0.0,4.3782,0.0,7.3368,2.5112,5.7536,2.696,5.6311,3.9784,3.7928,2.3718,5.0487,3.6758,0.0,3.5467,5.4047,5.2362,2.7856,2.7991,0.0,3.0868,4.3443,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F09-S357-comb,6.9385,10.827,0.0,0.0,9.2182,7.5818,5.4333,5.4707,0.0,8.3561,0.0,6.5724,8.5342,6.0853,6.2039,8.3067,7.7254,5.0835,0.0,6.7673,6.1126,4.846,0.0,2.5099,4.37,8.0182,1.8508,0.0,0.0,10.299000000000001,3.1696,5.754,6.9296,5.1135,5.7389,0.0,5.0357,4.3669,0.0,4.3181,0.0,0.0,0.0,0.0,3.1867,4.3746,5.6610000000000005,0.0,6.2983,0.0,0.0,0.0,3.4137,4.8996,4.6941,0.0,5.3762,3.5734,2.8442,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G12-S84-comb,8.8111,8.6864,0.0,0.0,10.297,7.6907,6.3525,5.9368,4.8288,5.9636,5.7354,5.5645,7.8914,4.0595,6.7493,7.9341,7.7317,3.6222,4.7754,6.8614,7.5907,2.7939,4.5272,5.5992,3.9004,5.9295,6.6697,4.5377,0.0,10.062999999999999,4.9644,5.9731,9.9206,6.1298,5.5796,0.0,5.4559,6.0267,4.2581,4.1349,4.151,4.7657,4.2193,3.2356,5.5583,4.3115,4.1982,3.8268,4.89,3.4888,1.9844,1.5125,2.6964,6.7677,2.9364,2.8168,1.4016,2.3533,5.3027,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E12-S348-comb,7.2844,9.3581,0.0,0.0,10.193999999999999,7.4068,6.0961,6.1333,0.0,7.3059,0.0,4.3747,9.0146,0.0,4.7846,8.6102,0.0,5.3365,6.4094,6.2291,4.678999999999999,0.26544,0.0,0.0,5.1008,5.4278,5.3376,0.0,0.0,10.318,0.0,3.9575,8.1871,2.4581,5.2963,3.0514,5.2908,0.0,0.0,0.0,4.7989999999999995,0.0,3.7407,3.6681,0.0,3.1507,3.34,4.7860000000000005,5.8771,0.0,3.4226,4.8132,0.0,5.449,0.0,0.0,0.0,4.7514,4.8936,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D07-S43-comb,9.0864,7.1196,0.0,0.0,9.5008,7.9198,5.0624,2.5099,0.0,5.5839,2.8325,6.4022,8.1644,0.0,5.2548,8.8024,6.9259,4.2102,0.0,5.2589,6.4415,0.0,3.3366,4.7926,5.9769,5.3352,6.7021,5.1432,0.0,9.1764,0.0,6.0624,8.4677,7.5628,0.0,0.0,4.6873,5.4611,4.92,6.6949,2.8685,3.3789,2.6187,0.0,3.5379,5.1707,2.4936,4.3384,4.1168,0.0,0.0,3.4244,4.0047,7.4772,2.9538,0.0,0.0,4.5316,4.8671,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C10-S322-comb,6.9182,9.849,0.0,0.0,9.2711,7.1247,7.1674,7.4997,0.0,6.6911,4.3143,5.9985,7.9051,4.9857,4.4642,9.0541,5.3653,6.37,4.1048,7.7027,5.5858,0.0,0.0,4.6987,7.0267,7.2865,0.0,0.0,0.0,7.9014,0.0,7.3464,4.5971,5.5258,4.5805,1.9126,5.4198,0.0,3.5516,4.3996,3.9069,0.0,0.0,2.9379,5.6092,3.9021,6.0106,5.6175,6.5871,2.7739999999999996,0.6107,5.8995,4.3554,5.9374,2.0587,0.0,0.0,4.172,6.0665,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D11-S47-comb,9.9213,7.7985,2.5484,0.0,10.488,8.6265,7.8022,5.5136,0.0,7.47,5.2481,6.0123,8.8514,0.0,9.7369,9.9399,8.1295,7.2518,6.4568,4.89,7.6875,0.29748,6.278,7.5974,5.3904,6.7475,6.4834,0.0,0.0,10.458,4.8374,6.0008,8.8807,8.1029,6.2951,0.0,4.8946,6.1829,5.6281,6.4363,6.8653,0.0,4.855,4.3823,6.2096,4.2337,6.0875,4.9316,4.2719,6.4212,0.8351200000000001,4.3319,4.3389,6.858,1.7463,0.0,1.8504,2.2789,2.7137,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H06-S378-comb,8.2059,9.4848,0.0,0.0,12.136,6.7867,6.122999999999999,5.9431,0.0,6.4506,4.4921,3.5625,8.5634,0.0,6.8243,7.8738,3.0726,0.0,5.7941,6.9821,7.3562,0.0,4.4033,0.0,4.9318,0.0,6.6124,4.802,0.0,10.302999999999999,0.0,4.9629,7.6137,5.2905,5.025,0.0,5.5491,5.5303,0.0,0.0,4.832,0.0,4.3065,4.0795,0.0,0.0,0.0,5.1318,4.325,0.0,0.0,6.8677,0.0,3.9716,3.638,0.0,0.0,0.0,5.3207,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G01-S169-comb,8.0714,0.0,0.0,0.0,7.2687,7.8253,5.6094,3.8976,0.0,7.1678,3.585,7.3307,6.6972,0.0,6.7236,7.7356,8.558,0.0,4.853,3.6106,7.6917,6.7177,5.678,7.5346,2.6949,3.7201,6.8671,0.0,0.0,10.231,2.7943,3.2476,9.6495,5.9245,0.0,0.0,0.0,6.4121,0.0,0.0,2.5115,0.0,6.0529,0.0,5.218,3.9809,0.0,4.6837,4.4675,6.7758,0.0,4.723,3.089,6.6937,0.0,4.6144,0.0,0.0,5.7467,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A09-S105-comb,8.7025,9.6711,0.0,0.0,8.4514,7.7376,6.316,4.5883,0.0,2.99,4.9528,5.7528,7.7117,0.0,7.0889,8.335,8.3997,3.6172,4.9384,6.2586,7.0233,3.4323,5.4248,7.898,5.2994,6.0106,6.2503,0.0,4.1237,10.354000000000001,3.8241,3.8752,9.3372,6.3695,4.891,0.0,6.0662,4.6889,3.3858,3.2239,6.636,5.4251,5.0205,4.3205,2.1316,0.0,5.034,6.4226,5.0715,5.5559,0.0,0.0,2.7179,7.4468,0.0,0.0,0.0,4.8666,5.3356,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C11-S131-comb,9.4018,6.5271,0.0,0.0,12.888,8.3597,7.13,6.7538,0.0,6.8047,4.4915,7.6077,6.8117,5.1992,5.0517,8.7802,8.2754,0.0,0.0,6.9976,6.644,2.5751,6.0489999999999995,6.4392,5.3619,6.117000000000001,6.6536,3.5241,7.4177,9.878,3.5701,2.8626,9.1747,5.8039,4.5321,0.0,6.4732,4.8381,5.252999999999999,5.9932,0.0,4.9925,5.2341,4.2578,5.8427,3.5646,5.5794,0.0,4.7442,0.0,1.275,0.0,4.0686,7.2702,0.0,2.3414,3.3861,0.0,0.0,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E06-S54-comb,9.1508,8.7629,0.0,0.0,11.05,8.0554,5.6907,5.9262,0.0,5.6833,5.4076,6.0925,8.3531,0.0,6.8089,9.3346,8.6547,4.7534,6.8136,7.9619,7.3566,0.0,5.9082,7.8958,4.6899,5.8998,6.6486,0.0,6.7597,9.4972,5.8492,5.0992,9.5071,7.4708,6.9444,0.0,3.6721,7.0145,4.808,0.0,6.8474,4.5309,6.8701,3.1598,5.6703,3.0151,4.7975,3.5524,5.7762,3.6615,0.0,0.0,5.7563,5.5533,2.9611,0.0,0.0,4.6947,4.2617,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E06-S342-comb,4.2514,10.247,0.0,0.0,8.2728,7.2999,6.3784,7.1871,0.0,4.333,5.1799,5.7262,8.474,4.6858,6.4122,8.4463,6.2369,5.5191,3.2783,6.6729,5.446000000000001,0.0,4.3222,4.5924,5.5409,7.2276,6.7853,0.0,0.0,8.8148,0.0,7.8045,8.5765,5.3247,5.7125,0.0,3.5,5.0479,0.0,5.7088,4.8921,4.4187,3.2327,0.0,2.7914,2.0718,5.6778,5.0214,6.3634,0.0,0.8875299999999999,2.8231,3.2018,4.2714,0.0,0.0,0.0,6.2033,4.8134,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A08-S8-comb,7.7905,8.9926,0.0,0.0,6.9523,4.8298,7.3991,5.7986,0.0,0.0,3.8086,4.731,8.212,0.0,8.7296,8.0601,5.8999,0.0,7.2988,7.0977,5.5365,2.498,6.5222,4.8595,4.8769,5.2788,6.6349,2.1087,3.0402,9.5318,0.0,6.2348,8.9089,4.9253,5.4175,0.0,4.3429,5.7856,6.4263,0.0,4.7628,4.5138,7.12,1.5185,4.7093,2.5835,4.1719,3.5639,5.0826,0.91227,4.2717,5.8749,3.9356,5.3615,1.3757,2.2234,0.0,4.0431,5.0788,1.0
