,SERPINA3,PMEL,DCT,IFITM1,APOD,A2M,IFI27,APOC2,RGS1,SPP1,CAPG,TM4SF1,TYR,CTSK,ANXA1,MIA,HSPA1A,CRYAB,GDF15,CAPN3,TSC22D3,FN1,DUSP1,HSPA1B,QPCT,APOE,EGR1,MT1X,S100A4,SERPINE2,NNMT,MLANA,FOS,CTSL1,MCAM,LHFPL3-AS1,APOC1,DDIT3,CRIP2,MT1E,TNFRSF12A,PRKCDBP,IER3,TMSB4X,S100A16,SELM,IGFBP7,LOXL4,NSG1,SLC20A1,MYC,CD74,BIRC7,SLC26A2,LOXL3,PLTP,RAB38,RCAN1,PLEKHB1,group
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A03-S3-comb,3.9908,10.943,0.0,0.0,5.8498,6.2324,7.4575,7.3706,0.0,4.0986,4.0805,6.1036,7.3139,3.4117,5.8368,7.1613,7.2022,3.5534,5.1304,7.5383,5.5509,0.0,4.1809,6.2499,6.7942,6.3484,4.6444,4.4586,0.0,7.2153,1.4415,7.185,7.3735,5.8866,4.6825,0.0,6.8448,5.6693,4.0651,1.3567,1.8965,3.2932,3.7272,0.0,3.0374,4.1846,3.5968,2.3499,4.9492,3.588,4.8981,0.0,2.2636,3.0291,0.0,3.9141,4.9901,3.3324,4.8968,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H12-S192-comb,8.7496,9.3624,0.0,0.0,10.664000000000001,7.9541,6.8784,6.593,3.5217,6.157,3.4839,6.2931,8.2914,3.5455,6.6146,8.5715,8.0082,4.4132,5.9772,7.1349,6.5013,2.4447,2.7091,6.7146,5.2478,5.1728,5.8529,5.3384,2.2013,10.097999999999999,4.6824,6.2401,9.4337,6.8839999999999995,5.3128,0.0,5.1854,5.7612,4.1222,4.5174,4.7529,2.8986,5.4448,1.9362,4.3044,4.4132,1.3735,3.7025,4.8963,3.9044,2.513,0.9723299999999999,3.4505,6.0408,2.0335,1.0272,3.1403,3.2618,3.9357,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H06-S186-comb,9.7972,9.3679,0.0,0.0,10.894,8.7544,6.8436,6.6576,0.0,7.9642,1.6745,7.4159,9.0079,0.0,3.4716,9.5338,8.7487,3.3022,0.0,7.8559,5.2823,0.0,0.0,5.3939,0.0,6.297999999999999,6.0585,6.6947,0.0,10.614,4.0847,6.1111,8.8123,8.6649,2.109,0.0,4.5031,3.0524,4.9973,5.525,3.2385,2.7216,0.0,0.0,5.1782,4.5335,3.7802,1.9815,5.3895,0.0,0.0,5.6462,4.5514,6.3672,0.0,3.591,0.0,0.0,2.9714,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A03-S291-comb,8.48,9.1453,0.0,0.0,8.6845,7.087000000000001,3.7941,6.2103,0.0,4.2305,4.684,5.2875,7.9098,3.5132,6.377999999999999,7.2579,5.632000000000001,4.9483,0.0,7.0156,7.5372,0.0,3.8042,3.3576,4.6691,7.5076,5.5859,0.0,0.0,8.5159,1.7693,6.4409,7.3715,5.7168,4.4586,0.0,6.102,3.2842,4.9007,0.0,0.0,3.6282,0.0,0.0,4.5241,2.8022,5.1507,4.7603,6.3489,3.815,0.0,2.6147,0.0,4.1365,0.0,0.0,4.2719,3.6419,5.9634,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C09-S33-comb,8.004,9.0438,0.0,0.0,8.5155,6.8757,7.0054,6.3158,3.7166,5.0946,4.9141,7.1501,7.8039,4.9334,7.2486,6.8385,6.263999999999999,1.8887,5.4191,6.3019,5.3295,1.923,3.6421,6.0611,4.838,6.5911,5.2216,0.0,0.0,8.0424,5.6802,6.4318,7.2336,6.5136,5.6073,2.2798,5.1951,2.3196,3.9321,4.3773,4.8205,4.4149,5.4622,0.0,5.6956,3.5623,6.8321,0.0,5.4709,5.6302,2.3718,0.0,2.3417,6.1881,0.0,1.9683,2.9964,2.9705,2.7583,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E02-S338-comb,8.9636,9.5389,0.0,7.7649,6.4323,4.8408,8.0157,7.7624,5.8099,4.7076,4.1536,0.0,7.4772,0.0,4.3852,7.114,7.5097,5.184,6.1403,7.7933,4.856,4.5463,5.5503,5.8022,1.1349,6.3959,6.5883,4.8367,0.0,7.6625,0.0,6.6189,8.0233,4.5014,4.7634,0.0,7.5155,5.6902,3.6126,5.4947,0.0,2.0204,5.9003,2.6727,5.3735,3.4117,0.0,2.6785,5.0902,0.0,1.6402,0.0,5.4312,4.0623,4.3043,0.0,5.2057,0.5018199999999999,4.4278,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H08-S188-comb,0.0,10.294,0.0,0.0,5.1205,3.7157,6.0815,6.79,6.2406,0.0,6.8782,2.8639,6.9303,4.322,4.0315,4.6272,9.0134,0.0,9.1912,7.9698,3.3858,3.1074,0.0,8.1657,3.1362,4.7189,4.1312,4.0657,0.0,5.8555,0.0,6.9297,6.2324,6.7225,3.073,0.0,6.0863,0.0,6.2536,4.9505,3.8396,0.0,7.2238,0.0,0.0,2.3679,0.0,0.0,3.4651,3.8089999999999997,6.0728,0.0,3.1944,1.0307,0.0,0.0,5.0079,0.0,0.0,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A04-S100-comb,9.7241,8.9312,0.0,0.0,11.687999999999999,8.5265,6.6859,6.7351,0.0,5.2707,3.7764,6.5406,8.4091,0.0,4.3561,9.6351,4.9188,8.402000000000001,0.0,6.2646,8.0956,0.0,6.8951,6.6119,5.2787,6.568,6.9117,5.6917,5.263,9.7272,4.4277,3.8741,10.033,6.2614,5.1186,0.0,5.8567,7.3925,4.9234,0.0,0.0,0.0,6.7505,0.0,2.6422,0.0,0.0,0.0,5.8468,2.8367,1.6893,3.5758,0.0,7.162999999999999,4.2097,0.0,0.0,0.0,5.431,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D01-S37-comb,6.5247,8.147,0.0,0.0,7.9948,8.1469,7.2281,5.6388,0.0,7.5399,4.1583,5.42,7.4856,0.0,6.89,6.7379999999999995,7.8628,4.0902,4.2182,5.0549,6.4262,2.0776,4.8611,5.76,0.0,3.8446,7.792000000000001,0.0,0.0,9.3051,0.0,5.0044,8.8308,7.3294,4.4372,0.0,7.1382,6.98,0.0,0.0,3.1936,3.2496,3.1696,2.75,5.4773,4.1436,4.2545,0.0,2.6624,0.0,0.0,0.0,5.5606,5.322,4.1426,4.6997,0.0,0.0,1.5777,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C07-S31-comb,7.3026,9.8777,0.0,0.0,7.9382,8.6728,6.3699,6.5535,0.0,7.2683,0.0,5.8916,7.0397,0.0,5.6496,7.6677,8.0337,4.0994,5.026,5.1796,6.4338,0.22404000000000002,5.5982,6.5187,5.3476,6.6967,5.8422,3.8899,6.9144,8.3499,4.4962,6.5038,8.6363,3.0416,2.4701,0.0,5.6764,4.1629,5.8048,0.0,1.9557,3.6385,2.1741,0.0,0.0,3.3537,4.8882,0.0,4.7872,0.0,0.0,4.0283,6.7181,6.1916,0.0,4.0824,0.0,3.8815,2.9828,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G12-S372-comb,7.8263,9.5989,0.0,0.0,10.214,8.142999999999999,6.9246,6.9409,2.9844,6.6082,5.0858,5.9176,7.7499,2.3074,7.0244,9.0891,5.7675,4.1832,4.6768,7.3678,6.0319,1.7325,3.2002,4.4651,6.1113,4.5818,3.5082,3.5905,3.2013,9.4336,2.2657,6.0188,7.9004,6.152,5.7985,2.2194,5.5760000000000005,4.0153,5.0769,3.4635,3.0451,3.5634,1.9869999999999999,3.9924,3.3661,1.5395,2.9201,4.274,5.3033,3.8811,0.9949399999999999,5.1903,4.7642,5.6299,2.7704,1.2696,4.5458,4.2524,4.1252,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F12-S360-comb,8.5944,9.3379,0.0,0.0,9.8455,7.5364,5.8608,0.0,0.0,7.0385,2.3457,0.0,9.2106,5.7904,7.3792,9.687000000000001,4.562,5.2466,0.0,6.4217,6.7723,4.184,3.7778,5.8862,5.6383,3.6204,6.2331,4.0625,0.0,10.523,0.0,6.7248,8.2879,7.1065,5.7778,0.0,5.3557,5.8514,4.2277,3.6868,6.5724,3.512,0.0,0.0,4.8435,3.2038,5.3682,4.1318,5.5279,3.0834,0.0,4.7315,0.0,4.5357,0.0,0.0,3.3195,5.8660000000000005,1.8294,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E10-S346-comb,6.0748,9.2492,0.0,0.0,9.2371,7.4183,7.3889,6.2536,3.7529,7.1611,4.9347,6.7016,7.9858,5.5539,7.0494,7.4095,6.5017,5.3993,3.2665,6.5277,6.0415,3.2132,5.8944,4.1103,4.6737,7.2196,6.843999999999999,3.8481,2.9159,8.4943,3.7907,7.7847,8.5258,0.0,2.6902,0.0,5.5148,6.0949,3.8532,2.9339999999999997,0.0,1.2904,1.1303,3.4884,5.1694,4.0895,6.3915,4.4571,6.332999999999999,3.2763,0.0,0.0,3.1892,5.6884,2.2425,0.0,5.487,2.9005,5.0508,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H10-S190-comb,9.2204,8.3781,0.0,0.0,7.7353,6.8087,3.6228,0.0,0.0,6.182,1.6808,6.6001,7.9984,0.0,6.7624,7.0098,4.3286,4.078,6.0716,6.7883,6.2149,0.0,2.9311,3.9637,4.6337,6.216,6.7461,4.9535,0.0,9.3904,3.2639,6.1792,8.5246,5.8658,5.1955,0.0,0.0,5.9992,0.0,0.0,4.6288,2.9536,6.1959,0.0,0.0,2.6544,4.9894,2.4586,5.8082,2.9692,0.0,0.0,4.112,6.4773,0.0,0.0,2.5039,5.0967,2.1134,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G10-S178-comb,9.044,4.8491,0.0,0.0,10.491,7.9003,6.9563,3.6283,0.0,6.4838,1.9906,5.6468,7.3846,3.2179,7.5475,9.2202,8.5035,2.818,3.8011,5.2677,7.915,3.7462,5.4401,7.1351,4.2266,4.9381,7.3298,0.0,5.1625,9.6624,4.8992,3.4669,9.8797,8.2094,4.8321,0.0,0.0,6.8187,3.3832,5.7547,4.33,2.2636,6.5157,0.0,4.5283,5.2215,2.157,0.0,3.5397,1.0573,3.5794,3.8557,2.826,5.7493,2.5087,5.7734,0.0,4.9243,3.3588,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G03-S171-comb,9.9365,10.25,0.0,0.0,11.692,8.0685,5.36,0.0,0.0,7.8736,4.6301,6.9545,7.9281,0.0,5.2274,9.2669,4.7337,4.0909,7.5294,6.4898,5.4946,0.0,5.6022,4.5426,3.8862,5.8218,7.5631,5.4032,0.0,11.1,2.8891,5.64,10.636,8.9718,6.5989,0.0,4.2063,5.8099,4.9753,6.97,4.4152,0.0,6.7316,0.0,5.6423,5.452000000000001,3.3516,0.0,4.5595,3.1215,0.0,4.5984,5.7107,5.45,0.0,0.0,0.0,0.0,4.938,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E03-S51-comb,6.5744,11.16,0.0,0.0,8.3328,7.7988,7.7568,6.1324,1.4683,7.4423,5.5608,5.4739,9.4422,5.7431,7.6904,6.8053,8.4622,5.6814,6.75,3.6785,4.1527,0.67175,3.5589,6.3229999999999995,4.8232,6.96,6.3367,6.9851,2.7039999999999997,9.6873,4.41,6.2255,8.1579,6.0801,6.3322,0.0,5.6782,4.4832,4.5605,4.1526,5.8504,1.7874,0.0,0.0,5.1942,3.1278,4.6767,0.0,5.1859,4.5133,1.0129,2.4255,1.5705,6.1164,0.81885,0.0,0.0,4.6443,0.0,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G04-S76-comb,9.2336,7.3187,0.0,0.0,10.712,8.5048,6.0615,5.2976,0.0,6.9968,4.9442,6.0315,8.8176,0.0,7.7619,9.3789,8.7743,2.9657,5.8743,6.1901,7.7882,1.2296,4.8883,7.667999999999999,5.5763,5.2371,6.3397,0.0,5.7408,10.692,5.1579,6.1195,9.9092,8.0227,5.5863,0.0,5.1281,5.1751,4.052,0.0,3.7869,2.3907,6.6191,4.9797,2.3519,0.0,5.6765,4.5911,5.2158,0.0,0.0,3.44,4.1035,7.7268,0.0,0.0,2.7674,0.0,4.2835,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B01-S13-comb,9.4664,9.2084,0.0,0.0,10.052999999999999,8.1478,7.0455,6.234,0.0,5.3821,3.2143,7.1106,7.8437,0.0,4.7918,9.081,8.3783,0.0,0.0,7.9109,6.494,0.0,3.7289,6.6751,4.643,5.836,7.1318,2.3343,1.8612,9.5087,4.5636,6.6733,9.7312,8.707,0.4813,0.0,4.7982,5.5872,3.5283,4.2472,4.7819,0.0,5.9493,0.0,5.0956,3.9585,4.7780000000000005,3.6882,6.0781,1.0963,0.63041,3.4951,5.1384,6.0545,0.0,2.0303,3.3379,0.0,0.0,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D09-S333-comb,7.9693,10.505999999999998,0.0,0.0,10.45,6.0959,7.2533,6.5481,0.0,6.9788,4.2899,5.0389,9.3615,2.8436,5.3239,8.6389,4.629,6.2862,6.0934,7.9254,4.6737,0.0,0.0,2.4947,5.1132,0.98477,0.0,6.0748,0.0,9.5916,0.0,7.5086,6.2366,5.425,6.0728,0.0,5.0538,3.8356,5.256,3.8110000000000004,4.0779,0.0,0.0,2.3231,0.0,0.0,4.9923,3.4318,6.0034,2.1836,0.0,0.0,0.0,5.5388,0.0,0.0,0.0,0.0,4.177,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B05-S17-comb,4.5749,10.051,0.0,0.0,6.1227,7.3878,6.7717,5.9902,0.0,5.7515,4.6616,6.561,8.8277,0.0,6.98,7.1665,6.1739,5.6566,5.2376,6.6683,5.8769,0.0,4.3195,4.963,5.1204,6.4707,4.8647,2.3854,7.5922,8.707,3.5949,7.5704,7.6677,8.1278,6.6438,0.0,4.8723,2.0625,5.5704,2.0503,6.1607,2.3357,4.8967,2.5385,5.5851,4.0043,2.5634,4.5817,5.4239,3.7705,2.4433,0.0,4.9259,5.8121,0.0,2.2753,5.3195,0.0,2.9199,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E09-S345-comb,6.5995,10.322000000000001,0.0,0.0,8.5984,8.1723,7.2876,4.9425,0.0,2.6316,5.7859,6.3175,7.9029,5.0632,7.9055,9.2936,5.834,5.1083,0.0,5.9984,4.1032,3.7215,0.0,4.4502,5.667000000000001,5.917000000000001,0.7924399999999999,3.031,2.6556,9.4376,5.1799,6.7733,0.0,6.8093,5.5142,1.8388,3.7063,0.0,5.3893,0.0,6.8134,4.5492,3.1321,0.0,6.5646,4.2934,5.3870000000000005,4.1848,4.9454,0.0,0.0,0.0,4.0361,5.1306,0.0,0.0,4.1122,4.1166,4.8187,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D12-S48-comb,8.4328,8.2687,0.0,0.0,10.927,7.9338,7.1801,6.4538,0.0,6.892,3.9276,4.5596,9.4878,0.0,2.5546,7.1942,7.4017,3.9237,5.5548,6.1235,7.1442,0.0,5.5599,7.0661,6.7164,6.4085,5.1081,0.0,6.7404,10.342,4.2915,6.3585,8.3885,6.1879,6.3045,2.5634,5.8656,5.8812,4.6566,0.0,2.9594,2.4581,4.4163,0.0,0.0,3.54,6.5716,6.0688,5.767,5.3144,0.9515899999999999,2.8242,0.0,6.8929,2.5627,0.0,0.0,0.9396,5.8877,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D08-S44-comb,9.292,8.6372,0.0,0.0,10.408,6.8935,6.5004,7.0029,0.0,7.4035,0.0,6.4887,6.8732,0.0,8.3861,8.7283,7.3358,3.1645,6.3257,7.9287,6.0118,0.0,6.7963,6.7577,5.5403,7.5586,6.9933,5.0422,2.7444,9.2057,4.2115,6.3648,9.3309,5.8883,3.7652,0.0,6.1785,6.0908,4.6571,0.0,4.0144,0.0,5.7737,0.0,3.7185,5.6087,5.1427,0.0,3.2469,1.6576,5.0077,0.0,6.6334,4.3979,0.0,2.9015,3.5096,1.605,4.931,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B02-S110-comb,7.4513,10.213,0.0,0.0,10.777000000000001,6.8345,8.0221,6.5465,0.0,7.4503,6.6554,7.1148,9.1795,2.0257,6.9677,7.0256,8.4786,3.9929,5.4618,8.3134,7.8554,1.0022,4.7749,6.7854,6.8947,6.8218,5.8859,3.6559,6.6399,9.3615,4.0365,6.707000000000001,7.1160000000000005,6.2589999999999995,5.784,0.0,2.5605,5.172000000000001,4.0767,5.3293,2.254,3.3749,5.3029,2.1167,5.3546,0.0,4.8226,3.6765,5.8884,2.3964,2.6787,0.0,0.0,5.917000000000001,0.0,0.0,5.6054,4.0151,1.4993,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F10-S358-comb,8.2411,10.703,0.0,0.0,8.693999999999999,7.4717,5.4596,7.8937,0.0,6.0869,4.6661,6.4799,8.2184,4.123,5.7826,8.7313,6.5366,4.5182,5.702000000000001,7.7231,5.8327,0.0,4.2453,0.0,6.4133,6.1294,2.8172,3.5636,2.6388,10.867,2.9216,6.196000000000001,4.8749,6.5681,6.6255,0.0,5.4157,0.0,1.2654,7.1721,5.377000000000001,3.5075,0.96125,0.0,6.1328,4.1239,5.1972,4.515,6.0661,1.2129,0.0,0.0,0.0,5.3046,4.1829,0.0,0.0,2.727,1.0895,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H02-S182-comb,10.192,8.6557,0.0,0.0,10.616,5.8691,7.3428,7.5395,0.0,6.7499,4.8289,7.7681,6.7985,3.1725,6.7878,8.8169,7.8839999999999995,0.0,4.9442,4.4825,6.7697,0.0,3.9316,4.669,5.3931,7.1295,6.9351,6.1313,5.159,9.9682,3.3594,5.4001,10.374,8.639,5.2405,0.0,7.1396,3.1038,6.7409,3.826,2.7755,0.0,5.6814,4.9808,1.9321,4.5771,4.4732,4.3461,3.5854,0.0,0.0,0.0,7.6138,6.2549,0.0,0.0,0.0,0.0,3.9373,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A06-S294-comb,7.5402,8.1081,0.0,0.0,9.5434,8.5048,4.2811,4.1075,0.0,4.3384,3.7994,5.1132,7.98,0.0,7.6233,8.2773,6.4733,2.7553,5.9526,6.9248,6.4702,2.1180000000000003,4.8041,3.7715,3.6823,6.5677,6.672000000000001,0.0,0.0,8.6419,4.5336,4.5314,8.8519,8.5351,5.3828,0.0,3.8954,5.2756,2.1084,0.0,3.9743,5.8513,4.7354,0.0,4.5874,0.0,3.8429,3.965,5.0823,6.1236,0.0,0.0,0.0,6.2412,0.0,0.0,1.1808,0.0,0.9275200000000001,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A12-S300-comb,0.0,8.8373,0.0,4.1253,5.4606,8.0014,6.7954,5.2731,1.8572,0.0,5.0183,6.1699,5.2338,0.0,7.5120000000000005,5.2791,5.4357,0.0,0.0,4.2067,5.5623,5.3369,1.4756,5.7131,4.9494,5.3945,6.1752,3.591,0.0,7.2619,3.3588,5.0104,6.7938,6.5239,4.0826,0.0,3.3537,4.4646,7.2473,0.0,6.2806,5.4796,3.9974,0.0,5.4343,2.7485,3.4517,0.97526,4.1294,2.6418,2.8186,9.0797,3.6660000000000004,1.8436,0.0,2.3807,5.0739,5.0758,3.3137,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F09-S69-comb,10.978,5.9247,0.0,0.0,11.717,8.9388,5.2619,6.5509,1.6844,7.5973,1.585,8.0312,7.3519,0.0,4.5366,9.9179,5.5124,5.7909,5.9411,4.6134,7.2879,0.0,2.4547,6.1197,2.6754,7.0463,7.1370000000000005,6.3162,0.0,9.0274,0.0,1.7929,9.3007,7.9508,3.343,0.0,4.1163,6.7459,4.5833,7.0392,0.0,4.2891,4.0185,0.0,5.5195,4.3764,6.4153,0.0,5.4868,5.0599,1.8213,2.8534,1.7962,7.5546,0.96273,0.0,3.245,1.2147,4.7283,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G04-S364-comb,7.9804,9.6896,0.0,0.0,9.5247,7.8998,6.7983,5.8482,0.0,5.1375,6.0273,7.1604,9.285,3.7027,7.3824,8.3197,6.635,4.1854,6.1467,7.4571,7.4121,0.0,0.0,5.6701,5.1798,6.2644,7.2317,5.0722,0.0,9.4691,6.4568,6.7206,9.1695,5.3936,5.4075,0.0,5.4131,6.4767,5.5618,5.2545,2.6976,3.5748,4.8057,0.0,4.4686,0.0,2.6733,4.2005,5.0879,3.5856,3.3339,0.0,3.2892,6.2525,2.9672,0.0,0.0,4.1346,4.3063,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B09-S309-comb,4.8752,8.0681,0.0,0.0,7.9104,7.2897,6.7894,5.4445,0.0,0.0,0.0,5.38,6.4268,5.0457,6.7012,8.4769,5.1427,4.6804,0.0,4.829,6.4237,2.8978,0.0,0.0,4.5061,4.7093,0.8679,0.0,5.4058,8.9792,0.0,5.2993,4.9686,6.9636,5.9073,0.0,5.0772,4.2729,4.123,4.2181,2.6515,5.1359,2.9084,3.8778,3.7792,5.0813,5.8114,0.0,3.8865,0.0,0.0,7.1343,0.0,4.0126,0.0,0.0,0.0,5.757000000000001,2.908,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G06-S174-comb,10.600999999999999,7.6113,0.0,0.0,11.864,8.1002,6.7524,7.8754,0.0,7.8406,0.0,7.5629,7.4619,0.0,6.6489,9.4589,7.4203,0.0,2.2603,5.3579,7.9843,0.0,5.1505,6.9449,5.4087,6.9609,7.4221,4.8534,0.0,10.606,5.1195,5.0465,9.7681,8.7247,3.2179,0.0,6.888,6.2151,0.0,0.0,5.5181,0.0,6.212000000000001,0.0,4.4963,4.8812,3.8254,3.3657,4.0058,2.26,2.6982,3.9979,3.5489,8.0592,0.0,0.0,3.3477,6.8275,4.1962,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F09-S165-comb,7.0699,6.6992,0.0,0.0,7.845,7.5754,7.257999999999999,3.5382,0.0,4.6695,4.3514,0.0,7.2521,0.0,7.5879,8.4495,7.3923,4.167,0.0,0.0,7.5722,2.6494,6.9629,5.6588,6.0227,5.7348,6.0729,0.0,5.0697,10.693,0.0,3.5688,9.2748,3.3281,2.9503,0.0,4.8537,4.6796,4.9219,0.0,5.0488,4.2278,0.0,0.0,3.498,0.0,4.7452,5.7263,1.8671,1.5917,0.0,4.5207,0.0,4.1008,1.8131,0.0,0.0,4.8903,4.3209,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A05-S101-comb,10.088,7.7863,0.0,0.0,9.9695,8.5824,6.9839,8.119,0.0,5.5708,1.9928,7.5646,7.3872,3.3674,8.6372,9.1904,6.9474,3.3554,5.1978,7.8899,7.8648,2.8653,5.4353,5.1207,5.3111,6.6706,6.8404,6.2613,3.3166,9.8136,5.2565,4.5323,10.084,9.3571,4.0685,0.0,7.4992,6.2294,3.0058,7.5159,4.4696,5.2227,5.9907,0.0,4.1414,4.4949,4.7397,4.4099,4.3277,4.1836,0.0,0.0,6.5766,5.4833,0.0,0.0,4.2704,3.7203,4.7464,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C06-S318-comb,8.3089,8.0644,0.0,0.0,8.0333,8.4768,6.7036,4.783,0.0,7.296,2.168,3.0014,7.2689,0.0,7.56,9.9885,4.7592,5.957999999999999,2.8742,4.9217,7.9402,3.1598,4.7201,4.7943,3.7194,3.6562,6.9007,0.0,0.0,9.0754,0.0,6.6657,8.5813,6.268,3.6403,0.0,0.0,6.3261,5.7821,3.4906,2.4547,2.4484,0.0,4.0669,0.0,3.3799,2.6812,4.3646,5.5516,0.5109600000000001,2.9574,6.3432,0.0,5.9251,1.9142,0.0,0.0,3.7756,1.6699,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C11-S35-comb,9.7907,0.0,0.0,0.0,9.5621,6.9895,6.0817,4.8479,0.0,6.2268,3.198,6.6008,3.4569,0.0,6.2254,8.7805,5.9307,2.099,0.0,2.116,6.6665,7.9167,0.0,6.0561,0.0,6.4867,2.9011,5.5117,3.3709,9.3229,4.9763,0.0,7.0188,9.4565,0.0,0.0,0.0,0.0,5.069,0.0,3.9691,4.4484,3.4971,0.0,5.0564,4.7694,3.6313,0.0,4.1945,6.1404,0.0,3.2774,5.6618,5.2798,3.2406,0.0,3.4694,4.0285,5.4591,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B07-S307-comb,9.3507,7.1837,0.0,0.0,11.581,6.9967,6.3647,5.4631,3.9575,6.0268,3.8277,5.6147,8.1535,0.0,7.3341,9.8294,6.6351,0.0,0.0,7.0781,6.7091,2.3863,6.582999999999999,5.8583,4.6339,0.0,6.8996,0.0,0.0,9.14,7.2205,2.9471,8.2079,6.9572,5.3263,0.0,0.0,6.1401,4.6376,0.0,4.952,4.3833,7.3023,0.0,6.2869,0.0,0.0,2.6955,4.0453,4.7928,0.0,7.1285,0.0,6.2519,3.9845,0.0,3.9023,3.8383,2.5881,1.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D12-S336-comb,7.5495,10.749,0.0,0.0,10.863,8.6635,5.8401,6.8344,3.4986,2.068,0.0,6.8634,9.062999999999999,0.0,6.9257,10.06,6.2131,3.0905,5.0666,6.6665,7.3922,0.0,4.6028,0.0,6.8527,6.7069,6.8058,0.0,0.0,9.7856,4.473,6.4247,9.4475,5.3972,4.4486,0.0,3.7193,6.8639,5.3398,5.0698,4.6412,3.3966,2.2992,0.0,2.489,3.0905,3.2758,4.6429,5.5299,1.2449,2.7945,0.0,4.9833,4.8397,4.4463,0.0,0.0,0.0,4.4632,1.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C10-S130-comb,9.5567,7.6622,0.0,0.0,10.39,6.8101,5.598,7.3052,2.5816,7.1013,2.918,7.1893,8.1223,0.0,6.9488,8.4857,4.5886,4.8326,7.0001,6.7857,6.7777,1.2762,4.9719,5.2922,4.7729,7.0915,6.9414,3.5353,0.0,9.1778,5.8059,6.841,8.8608,8.5999,5.2926,0.0,5.2038,5.3735,4.1875,3.1677,5.2984,4.1969,5.0156,0.0,0.0,2.7002,5.7287,4.4588,5.2158,2.7958,4.3966,0.0,5.1691,6.4273,0.0,0.0,2.5303,4.7195,6.2719,1.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F08-S68-comb,8.7955,6.3183,0.0,0.0,12.181,8.3856,7.3912,3.0571,0.0,7.9639999999999995,5.2358,6.0465,8.5355,0.0,5.8057,9.755,8.1908,5.0078,3.2284,7.6876,6.1912,3.7159,1.7621,7.5144,5.8687,6.1993,6.0481,4.0189,8.0433,9.132,3.9084,5.2599,8.418,6.4968,2.5646,0.0,5.2912,5.3013,3.4814,2.7362,0.0,3.7319,5.0579,3.2787,6.1289,4.6076,6.667999999999999,1.1972,5.502999999999999,3.6126,0.0,2.109,1.5709,8.0064,4.1081,0.0,4.2941,0.0,5.3014,1.0
