,HLA-DRA,FOS,HLA-DPA1,DUSP1,GZMA,CCL4,SELL,CD69,NKG7,CST7,LTB,CD74,GZMK,CCL4L1,CCL4L2,CD8A,PRF1,KLRK1,TSC22D3,PIK3IP1,group
Cy72_CD45_F02_S734_comb,0.0,4.5255,0.0,0.0,0.0,0.0,7.176,5.7616,0.0,0.0,8.2417,3.4383,0.0,0.0,0.0,0.0,4.0111,0.0,8.7983,7.1197,1.0
Cy74_CD45_E08_S440_comb,7.6296,1.2774,6.9893,9.3805,2.7069,7.7204,7.5878,0.0,7.0485,8.2442,0.0,7.1862,0.0,2.622,2.622,8.5006,7.3031,7.7453,8.2098,7.3948,1.0
Cy81_FNA_CD45_C02_S218_comb,0.0,0.0,0.0,7.9048,0.0,0.0,0.0,0.0,0.0,0.0,6.5037,6.6277,0.0,0.0,0.0,0.0,3.8756,0.0,0.0,3.4759,1.0
CY58_1_CD45_A04_S964_comb,0.0,6.7372,0.0,9.2756,8.013,9.4986,0.0,0.0,9.3694,6.9246,0.0,8.2303,8.3539,8.9267,8.9267,5.4103,7.3324,8.2908,7.282,0.45206999999999997,1.0
Cy72_CD45_C10_S706_comb,9.1758,0.0,1.2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.458,0.0,0.0,0.0,0.0,0.0,0.0,9.5278,0.0,1.0
Cy74_CD45_G07_S463_comb,7.7866,4.4492,7.019,8.6451,8.4817,8.9439,0.0,1.0922,9.4025,8.4665,6.7594,10.41,5.9786,7.5252,7.5252,8.1633,0.0,7.3466,8.1931,6.9742,1.0
Cy81_Bulk_CD45_B08_S116_comb,7.3322,1.7672,0.0,1.9264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37851,0.0,0.0,1.0
Cy81_FNA_CD45_A05_S197_comb,0.0,6.4189,0.0,3.897,0.0,0.0,8.3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2604,7.0436,1.0
Cy81_FNA_CD45_H05_S281_comb,8.9573,0.0,7.5106,0.0,0.0,0.0,7.2917,0.0,0.0,0.0,6.7263,11.394,0.0,0.0,0.0,0.0,0.0,0.0,6.9895,6.3124,1.0
Cy81_FNA_CD45_A08_S200_comb,0.0,0.0,0.42653,0.0,0.0,0.0,6.983,0.0,0.78157,0.70841,8.6302,4.916,0.0,0.0,0.0,0.0,0.0,0.0,6.3996,8.5065,1.0
Cy72_CD45_A06_S678_comb,9.3233,6.7687,6.9623,7.5839,0.0,0.0,6.2707,3.1463,0.0,0.0,3.83,10.773,0.0,0.0,0.0,0.0,0.0,0.0,5.8704,0.0,1.0
Cy72_CD45_F10_S742_comb,10.889000000000001,0.41576,9.3095,6.8173,0.0,0.0,0.0,7.0635,0.0,0.0,0.0,11.197000000000001,0.0,0.0,0.0,0.0,0.0,0.0,8.5854,6.8664,1.0
Cy74_CD45_B06_S402_comb,0.0,0.0,0.0,8.7829,0.0,0.0,7.1377,7.5761,0.0,7.1339,0.0,9.0317,0.0,0.0,0.0,0.0,0.0,0.0,7.095,0.0,1.0
Cy74_CD45_H02_S470_comb,7.7006,0.0,8.6953,9.2208,8.3447,0.0,0.0,5.1171,6.5897,0.0,0.0,10.279000000000002,7.8253,0.0,0.0,8.0816,5.3843,6.2821,0.0,0.0,1.0
CY58_1_CD45_B08_S980_comb,7.1374,0.0,0.0,0.4813,0.9605100000000001,11.179,0.0,5.5059,9.4765,6.3061,0.0,7.7448,0.0,10.859000000000002,10.859000000000002,7.0952,4.3328,5.1179,0.0,0.0,1.0
Cy80_II_CD45_C12_S900_comb,6.5036,8.3527,0.0,8.0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6852699999999999,1.0
Cy74_CD45_A02_S386_comb,0.0,0.0,0.0,0.0,7.6281,10.363,0.0,0.0,8.6385,8.0395,0.0,8.0978,7.8638,8.3938,8.3938,6.9996,0.0,7.3185,7.0592,0.0,1.0
Cy72_CD45_F07_S739_comb,0.0,0.0,0.0,7.0638,0.0,0.0,6.95,6.5766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0256,5.6614,1.0
Cy71_CD45_C08_S512_comb,0.0,9.124,0.0,7.1004,0.0,0.0,0.0,8.7991,6.9324,0.0,6.9485,8.162,2.2144,0.0,0.0,0.0,0.0,0.0,7.9171,6.912000000000001,1.0
CY58_1_CD45_H08_S1052_comb,0.0,7.2418,0.0,8.2607,7.3449,0.0,1.2875,6.5708,0.0,3.0381,0.0,6.2277,0.0,0.0,0.0,0.0,0.0,0.0,9.3319,6.4967,1.0
CY58_1_CD45_F08_S1028_comb,1.4777,7.763999999999999,0.0,9.5552,0.0,0.0,8.5611,0.0,0.0,7.6695,0.0,0.0,0.0,0.0,0.0,0.0,5.3764,6.6907,9.1217,0.0,1.0
Cy74_CD45_C06_S414_comb,1.0813,0.0,0.87735,8.2258,8.6515,8.3598,0.0,0.0,0.0,4.0739,0.0,6.8173,0.0,3.6317,3.6317,7.9275,0.0,6.0611,7.6123,7.0543,1.0
Cy72_CD45_A03_S675_comb,11.068,6.1332,9.0801,7.068,0.0,0.0,6.5292,4.6582,0.0,0.0,0.0,10.446,0.0,0.0,0.0,0.0,0.0,0.0,9.448,0.0,1.0
Cy81_FNA_CD45_F10_S262_comb,7.3839999999999995,0.0,7.8859,0.0,8.4369,7.949,0.0,4.7557,8.6888,0.0,0.0,10.102,7.5135,7.5524,7.5524,8.1391,0.0,0.0,8.5125,4.6899,1.0
Cy74_CD45_E02_S434_comb,5.5614,0.8335,0.0,8.9331,9.3188,7.2003,0.0,0.0,10.132,8.1077,0.0,8.8119,8.6766,2.1217,2.1217,7.1393,0.0,4.4991,0.0,0.0,1.0
Cy72_CD45_C03_S699_comb,10.207,0.0,8.5593,8.9069,0.0,0.0,0.0,0.0,0.0,0.0,7.085,10.286,0.0,0.0,0.0,0.0,0.0,0.0,7.1495,6.6954,1.0
Cy81_FNA_CD45_G11_S275_comb,9.4876,0.0,9.0321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7206,11.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy81_FNA_CD45_B01_S205_comb,0.0,0.0,6.4366,6.1247,7.0586,10.027999999999999,5.7415,5.3868,7.6341,6.6618,0.0,7.6738,6.8306,10.824000000000002,10.824000000000002,6.6643,5.7176,0.41143,8.0031,0.0,1.0
CY58_1_CD45_D06_S1002_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0011,7.104,0.0,8.1193,0.0,0.0,0.0,0.0,6.9567,0.0,0.0,0.0,0.0,1.0
Cy72_CD45_D04_S712_comb,0.0,0.0,8.3235,8.6588,0.0,8.1069,0.0,0.0,0.0,5.6441,7.7913,8.4833,9.6288,2.5442,2.5442,0.0,0.0,0.0,6.791,0.0,1.0
Cy72_CD45_C06_S702_comb,10.026,0.0,8.4491,9.9526,0.0,0.0,4.4811,0.0,0.0,0.0,7.4584,10.632,0.0,0.0,0.0,0.0,0.37961999999999996,0.0,8.6794,0.0,1.0
Cy71_CD45_B04_S496_comb,0.0,5.4456,0.0,4.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy74_CD45_F10_S454_comb,8.3344,0.0,6.8321,8.1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9505,0.0,0.0,0.0,0.0,0.0,0.0,7.4351,0.0,1.0
Cy72_CD45_C12_S708_comb,0.0,0.0,0.0,0.0,0.0,0.0,4.5961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38294,0.45418000000000003,0.0,0.0,0.0,1.0
Cy72_CD45_E04_S724_comb,6.8018,6.2997,0.0,7.7882,0.0,0.0,5.4165,5.6103,0.0,0.0,5.4475,7.7921,0.0,0.0,0.0,0.0,0.0,0.0,8.0513,0.0,1.0
Cy81_Bulk_CD45_E11_S155_comb,0.0,0.8229299999999999,0.0,3.6435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2247,0.0,0.0,0.0,0.0,0.0,0.0,8.4458,0.0,1.0
Cy81_FNA_CD45_B02_S206_comb,7.6815,0.0,7.4925,8.632,0.0,0.0,0.0,5.0353,8.872,4.0931,0.0,7.2985,7.4859,0.0,0.0,7.2355,5.7488,0.0,7.7234,0.0,1.0
Cy74_CD45_D10_S430_comb,0.0,0.0,0.0,10.819,0.0,7.4284,0.0,0.0,0.0,7.5391,0.0,8.2028,0.0,3.1439999999999997,3.1439999999999997,7.904,1.5941,0.0,0.0,8.6768,1.0
Cy72_CD45_D11_S719_comb,0.59932,6.5864,0.0,9.0808,0.0,0.0,8.5696,6.6463,8.1343,8.4518,0.0,8.7338,7.2421,0.0,0.0,8.7981,0.0,6.9344,8.1489,8.1083,1.0
Cy72_CD45_H03_S759_comb,7.4385,0.0,0.0,8.8957,7.5495,9.326,8.2132,9.3866,0.0,2.7124,0.0,6.3329,0.0,4.2618,4.2618,6.9637,7.0868,0.0,9.9862,0.0,1.0
Cy80_II_CD45_G10_S946_comb,0.0,5.3985,0.0,6.2902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5654,1.0
Cy81_FNA_CD45_H02_S278_comb,0.0,0.0,0.0,4.6275,0.0,0.0,0.0,3.5771,0.0,6.8652,8.2253,8.5424,0.0,0.0,0.0,0.0,0.0,0.0,8.5206,3.4048,1.0
Cy80_II_CD45_F08_S932_comb,5.6233,4.9561,0.0,6.8437,0.0,0.0,0.0,0.0,0.0,0.0,3.4163,4.8301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7072,1.0
Cy72_CD45_F04_S736_comb,10.876,6.4524,8.5257,7.843,0.0,0.0,3.1755,0.0,0.0,0.0,6.9136,10.614,0.0,0.0,0.0,0.0,0.0,0.0,7.7174,0.0,1.0
CY58_1_CD45_H11_S1055_comb,6.9224,0.0,7.7273,6.321000000000001,7.3418,9.4259,0.0,7.2876,8.6881,7.7998,0.0,8.4341,9.6535,9.4168,9.4168,6.6415,8.365,8.3509,0.0,0.0,1.0
Cy71_CD45_D05_S521_comb,0.0,0.0,0.0,9.2928,6.3726,7.045,0.0,8.0482,6.4953,6.7593,0.0,8.8209,8.0601,3.5911,3.5911,6.5109,6.8955,7.5341,8.82,0.0,1.0
CY58_1_CD45_A03_S963_comb,0.0,6.0669,0.0,0.0,6.8826,0.0,0.0,0.0,8.8373,0.97746,0.0,0.0,0.0,4.9777,4.9777,6.3525,8.8818,6.7724,7.443,0.0,1.0
Cy74_CD45_E07_S439_comb,5.7721,3.9467,7.8653,2.1718,7.4727,7.6205,0.0,0.0,8.5735,6.9249,0.0,9.3272,0.0,3.7091,3.7091,7.9137,6.5368,7.4213,7.0217,1.4668,1.0
Cy72_CD45_C02_S698_comb,6.707000000000001,3.9071,0.0,8.0027,0.0,0.0,0.0,2.2421,0.0,0.0,9.707,8.6683,0.0,0.0,0.0,0.0,0.0,0.0,7.7465,6.6622,1.0
Cy81_FNA_CD45_F03_S255_comb,0.0,0.0,0.0,7.1154,6.1454,9.8655,0.0,6.6164,9.5127,7.9528,0.0,0.0,0.0,8.3993,8.3993,0.0,8.7149,8.1368,7.7165,0.0,1.0
CY58_1_CD45_C02_S986_comb,7.9039,6.1289,5.6858,6.0428,0.0,0.0,0.0,6.06,8.2537,5.4505,0.0,8.7086,6.3334,0.0,0.0,7.9475,6.6628,6.7492,7.1685,1.9877,1.0
Cy74_CD45_F04_S448_comb,6.2956,7.141,6.3973,6.2735,0.0,1.9358,5.6601,4.6651,5.4654,6.2603,0.0,9.0911,0.0,6.3195,6.3195,5.9074,2.8633,5.7659,6.398,0.0,1.0
Cy74_CD45_G10_S466_comb,3.7873,0.0,7.6066,7.6451,9.1101,8.6068,0.0,0.0,8.0953,7.7535,8.2056,10.075,7.399,3.1015,3.1015,0.0,0.0,0.0,0.0,0.0,1.0
Cy81_FNA_CD45_C03_S219_comb,8.3373,0.0,6.3155,0.0,9.059,7.2368,0.0,0.0,8.5247,6.7381,0.0,9.1003,9.1148,2.0111,2.0111,6.8866,0.0,0.0,0.0,0.0,1.0
Cy71_CD45_F02_S542_comb,0.0,6.99,0.0,6.0863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0704,0.0,1.0
Cy72_CD45_F03_S735_comb,0.0,0.0,0.0,7.2183,0.0,0.0,6.0386,0.0,0.0,0.0,6.0709,4.7648,0.0,0.0,0.0,0.0,0.0,0.0,9.312000000000001,7.5442,1.0
CY58_1_CD45_C05_S989_comb,0.0,7.1479,0.0,8.5037,0.0,0.0,0.0,7.2519,0.0,7.1734,9.0128,5.6417,0.0,0.0,0.0,0.0,0.0,0.0,8.5217,0.0,1.0
Cy72_CD45_G11_S755_comb,9.0553,0.0,7.9898,0.5310699999999999,0.0,0.0,0.0,4.244,0.0,0.0,5.0734,10.288,0.0,0.0,0.0,0.0,0.0,0.0,3.576,0.0,1.0
CY58_1_CD45_B11_S983_comb,0.0,8.6351,0.0,10.821,6.0476,7.3303,0.0,3.1506,7.7393,4.9389,0.0,6.3121,7.813,7.6281,7.6281,8.2453,0.0,7.4688,8.1271,0.0,1.0
Cy81_FNA_CD45_E05_S245_comb,7.6865,0.0,6.8293,0.0,8.1414,7.7198,0.0,0.0,7.4747,0.0,0.0,8.8766,7.0841,0.0,0.0,6.4579,0.0,6.9984,0.0,6.2039,1.0
Cy72_CD45_G06_S750_comb,0.0,7.6868,0.0,6.3279,0.0,0.0,6.1614,6.55,0.0,0.0,6.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.484000000000002,8.0057,1.0
Cy71_CD45_F04_S544_comb,8.1294,9.2517,5.6156,9.4478,7.4194,7.5421,0.0,7.5091,8.6305,7.4972,5.903,8.471,0.0,2.5531,2.5531,7.2008,7.2438,6.8979,0.0,0.0,1.0
CY58_1_CD45_D07_S1003_comb,6.8904,7.8842,6.3819,6.4624,9.6787,7.3755,0.0,0.0,10.117,7.9389,0.0,10.052,8.2857,5.75,5.75,6.7198,6.7027,4.8585,0.0,7.5162,1.0
Cy71_CD45_E07_S535_comb,8.4606,0.0,7.4196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5399,0.0,0.0,0.0,0.0,0.0,0.0,8.9778,7.162999999999999,1.0
CY58_1_CD45_F06_S1026_comb,0.0,0.0,0.0,0.0,0.0,0.0,5.7469,0.0,0.0,0.0,7.0393,8.3836,0.0,0.0,0.0,0.0,5.6621,0.0,0.0,0.0,1.0
Cy81_FNA_CD45_B06_S210_comb,0.0,7.8709,0.0,6.5319,7.3929,0.0,0.0,0.0,7.8096,7.7659,0.0,7.6019,0.0,0.0,0.0,0.0,0.0,0.0,0.24975,0.0,1.0
CY58_1_CD45_B10_S982_comb,0.0,7.3932,0.0,7.7115,8.3745,0.0,0.0,0.0,6.6466,0.0,8.8852,5.5231,1.1257,0.0,0.0,5.9666,0.0,5.9179,7.6864,6.2036,1.0
Cy81_FNA_CD45_A10_S202_comb,7.2194,0.0,7.2409,3.7725,0.0,0.0,5.1233,0.0,0.0,7.0738,0.0,10.294,0.0,0.0,0.0,0.0,0.0,0.0,7.5638,7.6024,1.0
Cy72_CD45_A10_S682_comb,0.0,9.8057,0.0,8.8444,0.0,0.0,3.5569,7.1566,0.0,0.0,7.9437,0.0,0.0,0.0,0.0,7.3968,5.901,4.797,8.6375,0.0,1.0
Cy72_CD45_A12_S684_comb,0.0,8.5331,0.0,5.5669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1272,0.0,1.0
CY58_1_CD45_G02_S1034_comb,7.2934,0.0,6.9261,6.9478,8.5151,0.0,8.5679,4.6767,6.9932,7.9511,5.4792,10.027999999999999,0.0,5.1435,5.1435,0.0,0.0,0.0,0.0,5.122000000000001,1.0
CY58_1_CD45_A05_S965_comb,0.0,6.4836,0.0,7.0513,8.6096,0.0,0.0,8.5057,7.9985,6.6286,5.2834,6.9892,5.9309,0.0,0.0,0.0,6.4139,6.8368,0.0,0.0,1.0
CY58_1_CD45_G03_S1035_comb,0.0,8.1847,0.0,9.4309,8.3452,0.0,0.0,8.1854,7.0562,0.0,0.0,0.0,7.7397,0.0,0.0,6.1802,6.4498,6.9874,1.2558,0.0,1.0
Cy72_CD45_D10_S718_comb,0.0,9.0836,0.0,9.4976,0.0,0.0,0.0,7.029,0.0,0.0,6.2085,0.9862299999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.9844,5.2196,1.0
Cy81_FNA_CD45_C01_S217_comb,0.0,0.30685,6.3154,6.1465,0.0,8.3605,6.0753,0.0,6.1579999999999995,0.0,0.0,6.0036,5.8457,9.2544,9.2544,0.26664,5.6095,5.3257,7.2929,5.8047,1.0
Cy81_FNA_CD45_D01_S229_comb,0.0,0.0,0.0,7.211,0.0,6.7002,1.5529,1.8375,6.4381,0.0,0.0,0.0,6.2768,8.2179,8.2179,2.8321,0.0,0.0,7.09,6.2475,1.0
Cy72_CD45_E01_S721_comb,0.0,1.6622,0.0,9.2686,0.0,0.0,8.5317,7.7955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6933199999999999,0.0,9.241,7.8196,1.0
Cy74_CD45_A06_S390_comb,10.442,0.0,9.1427,4.8512,0.0,0.0,5.6778,0.0,0.0,0.0,0.0,11.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy81_FNA_CD45_F07_S259_comb,0.0,0.0,0.0,7.9034,0.0,0.0,6.145,0.0,6.6403,0.0,6.6074,0.0,6.7807,0.0,0.0,7.4123,4.5207,5.1228,5.8903,5.5247,1.0
Cy72_CD45_B12_S696_comb,0.0,6.7935,1.7937,6.1232,6.5055,7.2536,0.0,0.0,4.7766,6.8351,0.0,7.9992,0.0,2.951,2.951,6.5920000000000005,0.0,0.0,9.1818,6.8493,1.0
Cy71_CD45_H12_S672_comb,6.9044,2.0158,6.3877,0.0,0.0,0.0,0.0,0.0,0.38184,0.0,0.0,7.3162,0.0,0.0,0.0,0.0,0.0,0.070389,0.0,0.0,1.0
Cy81_Bulk_CD45_E07_S151_comb,0.0,1.7141,0.0,8.5971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0929,0.0,1.0
Cy81_Bulk_CD45_F07_S163_comb,0.0,3.4875,5.9217,7.3485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4106,0.0,1.0
Cy72_CD45_D06_S714_comb,0.0,8.6735,0.0,9.4207,0.0,0.0,7.183,6.9278,0.0,0.0,0.0,7.0548,7.6136,0.0,0.0,0.0,0.62667,0.0,9.7566,0.0,1.0
CY58_1_CD45_G12_S1044_comb,8.4564,0.0,0.0,7.7984,2.9262,0.0,0.0,7.28,8.6516,0.0,0.0,8.2673,0.0,0.0,0.0,4.3071,0.0,8.1604,6.9988,0.0,1.0
CY58_1_CD45_A08_S968_comb,0.0,0.0,0.0,0.0,0.0,12.159,0.0,0.5888,9.3924,7.0374,0.0,8.2074,0.0,10.919,10.919,0.0,9.0432,0.0,0.0,0.0,1.0
Cy72_CD45_H08_S764_comb,0.0,7.4469,0.0,7.6396,0.0,0.0,0.0,6.689,0.0,0.0,0.0,9.9067,0.0,0.0,0.0,0.0,0.0,0.0,4.1837,0.0,1.0
Cy74_CD45_C07_S415_comb,9.8432,8.8967,8.6053,10.649000000000001,0.0,0.0,5.7047,6.482,0.0,0.0,0.0,10.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy72_CD45_G08_S752_comb,9.2299,0.0,8.3982,9.0287,0.0,0.0,0.0,9.066,0.0,0.0,8.6969,10.788,0.0,0.0,0.0,0.0,0.0,0.0,8.8881,0.0,1.0
CY58_1_CD45_C07_S991_comb,6.4454,0.0,6.0087,6.6770000000000005,7.8757,9.1503,0.0,0.0,8.2648,5.8496,0.0,9.2536,6.471,8.9435,8.9435,8.6235,3.2110000000000003,7.609,0.0,5.4436,1.0
Cy81_Bulk_CD45_C07_S127_comb,3.9317,7.9473,0.0,7.2148,0.0,5.4222,0.0,0.0,1.5465,0.0,0.0,6.3947,0.0,3.2513,3.2513,0.0,0.0,0.0,6.8348,0.0,1.0
CY58_1_CD45_G01_S1033_comb,6.9393,5.0537,0.0,5.8,8.6117,0.0,1.5119999999999998,6.0286,6.5211,0.0,0.0,2.8992,8.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy72_CD45_D02_S710_comb,9.2958,6.5401,7.5593,7.903,0.0,0.0,0.0,0.58592,0.0,0.0,6.6272,10.274000000000001,0.0,0.0,0.0,0.0,0.40599,0.0,8.0527,0.0,1.0
Cy81_FNA_CD45_G06_S270_comb,0.0,7.3162,0.0,0.0,0.0,0.0,9.3508,6.6105,0.0,0.0,8.3061,7.4371,0.0,0.0,0.0,0.0,0.0,0.0,0.7782100000000001,8.1862,1.0
Cy81_FNA_CD45_A11_S203_comb,0.0,0.0,0.0,0.0,0.0,0.0,7.0856,0.0,0.0,6.8525,0.0,8.7116,0.0,0.0,0.0,0.0,8.2547,0.0,7.2170000000000005,4.2639,1.0
Cy71_CD45_H09_S573_comb,0.0,9.8107,6.7412,9.6544,0.0,0.0,6.8878,8.5906,0.0,0.0,7.6053,6.5439,0.0,0.0,0.0,0.0,0.0,0.0,8.7941,0.0,1.0
Cy72_CD45_G10_S754_comb,0.96125,0.0,0.0,9.7951,0.0,0.0,7.0035,4.4883,0.0,0.0,7.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.115,0.0,1.0
Cy74_CD45_G09_S465_comb,0.0,7.9198,0.0,9.4782,0.0,0.0,0.0,9.5362,0.0,8.5367,0.0,7.9498,7.9606,0.0,0.0,3.5678,2.1134,0.0,7.6725,6.7,1.0
Cy74_CD45_F11_S455_comb,0.0,0.0,0.0,9.0733,0.0,7.9876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0321,4.0321,7.6973,0.0,0.0,8.1193,0.0,1.0
CY58_1_CD45_H10_S1054_comb,0.0,1.4441,6.8718,7.9935,0.0,0.0,1.4233,9.091000000000001,7.5512,8.184,0.0,0.0,7.8484,0.0,0.0,7.0675,0.0,8.1682,8.6098,7.5761,1.0
CY58_1_CD45_A11_S971_comb,0.0,0.0,0.0,1.2546,8.4899,11.209000000000001,0.46466999999999997,6.1328,9.4848,0.0,0.0,8.4969,0.0,10.332,10.332,0.0,8.5425,8.5601,1.0545,0.0,1.0
Cy81_Bulk_CD45_F08_S164_comb,0.0,0.0,0.0,7.5181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy80_II_CD45_C03_S891_comb,0.0,4.6567,0.0,5.3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy72_CD45_E03_S723_comb,0.0,0.0,7.5263,8.7501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8501,0.0,0.0,0.0,0.0,0.0,0.0,9.7107,0.0,1.0
Cy72_CD45_B11_S695_comb,0.0,0.33457,0.0,6.6531,0.0,0.0,7.4591,7.9117,0.0,0.0,6.0434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7511,6.7601,1.0
Cy74_CD45_D09_S429_comb,0.0,9.1198,0.0,10.019,0.0,1.7155,0.0,0.0,1.4875,6.8865,0.0,6.4805,0.0,0.0,0.0,0.0,0.64062,1.4823,0.0,0.6480100000000001,1.0
Cy72_CD45_H09_S765_comb,0.0,5.8974,0.0,8.8214,0.0,0.0,8.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4801,4.9017,1.0
Cy72_CD45_G07_S751_comb,0.0,8.2402,0.0,0.0,0.0,0.0,1.1941,0.0,0.0,0.0,3.8289,5.5999,0.0,0.0,0.0,0.0,0.0,0.0,10.059,6.1213,1.0
Cy72_CD45_G05_S749_comb,0.0,7.3344,0.0,7.3493,0.0,0.0,0.0,6.2853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7335,0.0,1.0
Cy72_CD45_E09_S729_comb,8.593,0.0,8.8466,0.0,0.0,0.0,0.4916,0.0,0.0,0.0,7.5863,11.192,0.0,0.0,0.0,0.0,0.0,0.0,7.9535,0.0,1.0
Cy71_CD45_D03_S519_comb,7.4077,0.0,0.0,0.0,8.557,7.2352,0.0,0.0,8.0512,7.0155,6.7296,0.0,7.3784,1.1329,1.1329,6.0391,7.2015,7.2163,6.8319,6.7693,1.0
Cy81_FNA_CD45_F05_S257_comb,0.0,0.0,0.0,0.0,7.687,0.0,6.4381,5.6823,8.7084,8.0241,0.0,0.0,0.0,0.0,0.0,0.0,5.8634,3.1367,7.0008,6.7455,1.0
Cy72_CD45_B03_S687_comb,0.0,0.0,0.0,8.4572,0.0,0.0,7.1946,6.2699,0.0,0.0,7.0393,4.5623,0.0,0.0,0.0,0.0,0.0,0.0,7.2797,6.8017,1.0
Cy72_CD45_C11_S707_comb,0.76893,2.2225,0.0,9.2593,0.0,0.0,6.4727,7.0503,0.0,6.403,6.6856,8.4195,8.3696,0.0,0.0,0.0,0.0,7.7426,6.3441,5.8481,1.0
Cy81_Bulk_CD45_E09_S153_comb,0.0,0.0,0.0,7.6031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2746,0.0,1.0
Cy81_FNA_CD45_F12_S264_comb,10.673,3.5660000000000003,8.4743,7.4724,0.0,0.0,0.0,0.45523,0.0,0.0,0.0,11.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy80_II_CD45_A04_S868_comb,0.0,0.0,0.0,7.6768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4619,0.0,0.0,0.0,0.0,0.0,0.0,5.7322,0.0,1.0
CY58_1_CD45_G06_S1038_comb,0.0,9.3925,0.0,9.0784,0.0,0.0,0.0,0.0,0.0,0.0,6.7105,6.678,0.0,0.0,0.0,0.0,0.0,0.0,8.2553,0.0,1.0
Cy72_CD45_F01_S733_comb,0.0,0.0,0.0,9.3566,0.0,0.0,7.5587,7.1979999999999995,0.0,0.0,0.0,6.5871,0.0,0.0,0.0,0.0,0.0,0.0,10.302,5.0736,1.0
CY58_1_CD45_G07_S1039_comb,5.7926,6.444,6.2873,7.7157,6.7528,7.0392,0.0,0.0,8.4739,0.0,0.0,8.0605,1.7795,3.1319,3.1319,7.375,6.4425,8.532,0.0,1.5553,1.0
Cy74_CD45_B02_S398_comb,10.355,3.3874,6.7863,9.6556,0.0,0.0,8.2028,1.6955,0.0,0.0,6.6741,10.982000000000001,0.0,0.0,0.0,0.0,0.0,0.0,7.2099,0.0,1.0
Cy71_CD45_H03_S567_comb,0.0,7.0815,0.0,10.055,0.0,0.0,7.4036,8.6404,0.0,0.0,7.9489,7.6471,0.0,0.0,0.0,0.0,0.0,0.0,9.6258,7.5018,1.0
CY58_1_CD45_A02_S962_comb,0.0,0.0,0.0,6.1968,0.0,0.0,8.6458,7.0916,0.0,6.9948,0.0,6.1005,4.88,0.0,0.0,0.2228,0.0,0.0,7.7309,0.0,1.0
