,HLA-DRA,FOS,HLA-DPA1,DUSP1,GZMA,CCL4,SELL,CD69,NKG7,CST7,LTB,CD74,GZMK,CCL4L1,CCL4L2,CD8A,PRF1,KLRK1,TSC22D3,PIK3IP1,group
cy60_1_cd_45_pos_4_A04_S4_comb,7.9648,0.0,7.356,0.0,0.0,0.0,8.7401,6.6462,0.0,0.0,7.2846,10.968,0.0,0.0,0.0,0.0,0.0,0.0,6.8641,0.0,1.0
cy60_1_cd_45_pos_3_H02_S374_comb,0.0,0.0,5.6356,6.2209,6.17,7.2764,5.9537,0.0,8.4144,0.0,0.0,9.3583,8.568,2.101,2.101,6.0302,0.0,6.6071,4.3465,6.3015,1.0
cy60_1_cd_45_pos_3_G10_S370_comb,10.319,0.0,9.2026,0.0,0.0,0.0,0.0,7.4316,0.0,2.0136,0.0,10.765,0.0,0.0,0.0,0.0,1.0656,0.0,1.7536,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D05_S1001_comb,10.208,6.854,8.3976,0.0,0.0,0.0,8.623,7.1822,0.0,0.0,6.2856,11.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6612,1.0
cy60_1_cd_45_pos_3_C11_S323_comb,0.0,0.0,6.0869,0.0,8.1064,7.7349,0.0,7.5576,9.3138,0.0,0.0,7.5816,0.0,5.2092,5.2092,6.9528,6.8097,6.377999999999999,0.0,5.9046,1.0
cy60_1_cd_45_pos_3_F02_S350_comb,1.7394,0.0,0.0,6.6517,7.8592,0.0,0.0,0.0,0.0,0.0,7.2172,7.6694,7.3237,0.0,0.0,0.0,0.0,0.0,7.7283,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G07_S1039_comb,10.454,0.0,0.97746,0.0,0.0,0.0,6.3628,8.1397,0.0,1.489,7.2296,10.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_4_G08_S80_comb,0.0,0.0,5.9172,0.0,0.0,9.1846,0.0,0.0,7.3281,7.3652,0.0,5.5979,0.0,9.2454,9.2454,7.9566,6.9479999999999995,5.4521,5.2983,3.7806,1.0
cy88_cd_45_pos_3_F04_S640_comb,6.3619,0.0,0.0,6.057,8.4716,0.0,8.0385,6.3939,6.2781,0.0,6.7198,0.0,7.9108,0.0,0.0,0.0,2.0521,0.0,6.3797,0.0,1.0
cy80_cd_90_neg_H12_S192_comb,0.0,0.0,0.0,3.9387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy88_cd_45_pos_H12_S480_comb,9.1806,6.3981,8.0566,3.1583,6.1291,5.867000000000001,4.9661,5.0814,5.7517,5.2613,3.557,10.472000000000001,5.9625,2.0444,2.0444,4.8442,4.6275,5.2992,5.7133,4.9788,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H10_S1054_comb,9.5246,0.0,9.6038,8.8344,0.0,2.3169999999999997,3.5692,7.3776,0.0,0.0,0.0,11.097000000000001,0.0,0.0,0.0,0.5888,0.5868800000000001,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_4_B02_S14_comb,10.963,0.0,8.9654,3.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.008,0.0,0.0,0.0,0.0,0.0,0.0,6.2175,0.0,1.0
cy60_1_cd_45_pos_4_H09_S93_comb,0.0,0.0,1.1144,0.0,0.0,0.0,0.0,0.0,0.0,6.2227,8.5998,7.9472,0.0,0.0,0.0,0.0,0.0,0.0,6.337999999999999,0.8559899999999999,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H07_S1051_comb,10.852,0.0,9.4674,7.0137,0.0,0.0,8.63,6.7404,0.0,0.0,5.6295,11.773,0.0,0.0,0.0,0.0,0.0,0.0,6.1588,6.7452,1.0
cy60_1_cd_45_pos_3_D11_S335_comb,6.1044,5.4931,1.5028,7.1807,5.5462,0.0,0.0,8.7954,2.2723,6.3003,5.0509,7.3173,0.0,0.0,0.0,4.1809,0.0,6.1085,6.1958,1.1878,1.0
cy60_1_cd_45_pos_3_C08_S320_comb,0.0,0.0,0.0,0.0,3.2299,0.0,0.0,0.0,0.0,4.098,0.0,5.5112,0.0,0.0,0.0,6.153,0.0,0.0,0.0,4.7856,1.0
cy60_1_cd_45_pos_3_E06_S342_comb,10.149,5.4656,7.9414,1.6083,0.0,0.0,7.0225,0.0,0.0,0.0,5.8371,10.847999999999999,0.0,0.0,0.0,0.0,0.0,0.7285699999999999,4.563,5.535,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B12_S984_comb,9.7743,0.0,9.2527,0.0,0.0,6.8602,0.0,6.6256,0.0,0.0,0.0,11.017999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.1312,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E03_S1011_comb,10.277000000000001,7.3804,9.7387,7.5737,0.0,0.0,2.8418,5.9387,0.0,0.0,7.5329999999999995,11.222000000000001,0.0,0.0,0.0,0.0,0.0,0.0,7.2284,4.8047,1.0
cy88_cd_45_pos_C02_S410_comb,2.9488,0.0,0.0,0.0,0.0,0.0,0.0,6.3675,0.0,6.6411,6.9125,8.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3383,1.0
cy60_1_cd_45_pos_3_E07_S343_comb,8.943,0.0,8.0254,5.9282,0.0,0.0,6.8698,6.279,0.0,0.0,5.5466,10.446,0.0,0.0,0.0,0.0,0.0,0.0,5.7599,5.4751,1.0
cy60_1_cd_45_pos_3_A08_S296_comb,9.9226,4.5663,7.4805,0.0,0.0,0.0,5.7837,0.0,0.0,0.0,6.3402,10.788,0.0,0.0,0.0,0.0,0.0,0.0,1.4647,0.0,1.0
cy60_1_cd_45_pos_3_G11_S371_comb,0.0,0.0,0.0,4.372,5.8931,11.93,0.0,7.4726,0.0,6.7616,7.3843,7.0052,6.6198,7.4102,7.4102,0.0,0.0,0.0,1.1846,0.0,1.0
cy60_1_cd_45_pos_4_E01_S49_comb,9.5679,8.0017,6.8538,9.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9504,0.0,0.0,0.0,0.0,0.0,0.0,7.5288,0.0,1.0
cy60_1_cd_45_pos_3_F11_S359_comb,6.3437,0.0,5.9082,7.921,2.0268,0.0,1.1427,1.3791,0.0,0.0,0.0,7.5632,0.0,1.6498,1.6498,0.0,0.0,0.0,8.7191,6.8505,1.0
cy88_cd_45_pos_3_B11_S599_comb,0.0,0.0,7.0934,7.0739,0.0,7.1208,0.0,0.0,9.3357,6.8367,0.0,7.8576,0.0,1.585,1.585,7.6026,7.8954,7.2562,7.8846,0.0,1.0
cy88_cd_45_pos_G11_S467_comb,0.0,1.5205,6.1975,6.5046,0.0,0.0,7.2998,5.9427,0.0,0.0,7.2177,8.8493,6.0016,0.0,0.0,0.0,0.0,0.0,7.9474,5.2014,1.0
cy88_cd_45_pos_3_F11_S647_comb,4.5357,0.0,3.234,7.8919,0.0,9.5386,0.0,7.8725,9.1932,7.8661,0.0,4.5115,0.0,3.8178,3.8178,0.0,8.4726,8.5626,9.0831,0.0,1.0
cy60_1_cd_45_pos_4_B09_S21_comb,0.0,5.5752,5.938,7.135,0.0,0.0,0.0,7.7997,0.0,0.0,7.862,0.0,0.0,0.0,0.0,1.0614,0.0,0.0,6.7187,4.3639,1.0
cy60_1_cd_45_pos_3_D06_S330_comb,0.0,1.069,0.0,0.0,0.0,7.765,0.0,0.0,6.2246,4.8916,0.0,7.5838,0.0,3.4774,3.4774,7.0602,0.0,7.8769,6.4165,1.5734,1.0
cy60_1_cd_45_pos_3_B03_S303_comb,9.9196,0.0,8.3676,6.7241,0.0,0.0,0.0,0.74846,0.0,0.0,0.0,9.6213,0.0,3.8671,3.8671,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D12_S1008_comb,7.95,6.1052,6.9338,6.7001,5.2,12.645999999999999,0.0,6.5134,9.7054,4.3457,0.0,8.85,0.0,12.274000000000001,12.274000000000001,6.7624,7.4424,7.4799,3.1567,0.0,1.0
cy88_cd_45_pos_3_H08_S668_comb,0.0,6.0193,0.0,0.0,5.7984,7.1077,0.0,7.5591,0.0,0.0,7.3415,0.0,0.0,2.8464,2.8464,0.0,0.0,0.0,7.2895,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G04_S1036_comb,9.2118,7.7927,6.9047,7.07,0.0,0.0,5.4005,7.7604,0.0,0.0,0.0,11.357999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.9471,0.0,1.0
cy88_cd_45_pos_D02_S422_comb,5.8284,0.0,0.0,2.8807,0.0,2.5886,0.0,0.0,0.0,0.0,6.835,0.0,0.0,0.0,0.0,4.7387,0.0,9.2155,5.3813,8.0258,1.0
cy88_cd_45_pos_3_B03_S591_comb,7.8201,0.0,6.0126,8.2395,6.4203,0.0,6.0766,3.2385,0.0,0.0,5.8336,9.804,7.9428,0.0,0.0,0.0,0.0,0.0,6.4908,0.0,1.0
cy60_1_cd_45_pos_4_C04_S28_comb,0.0,0.0,0.0,0.0,6.3276,2.5298,0.0,0.0,8.2117,0.0,2.1725,8.3964,8.4014,5.4781,5.4781,2.7452,2.1405,7.0806,6.6565,0.0,1.0
cy60_1_cd_45_neg_3_H01_S565_comb,6.692,0.0,3.7257,6.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7055,0.0,0.0,0.0,0.93055,0.9275200000000001,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_3_H05_S377_comb,0.0,0.0,0.0,0.0,0.0,0.0,5.6621,0.0,0.0,6.8322,0.0,5.9002,0.0,0.0,0.0,0.5069100000000001,2.734,0.0,5.0437,0.0,1.0
cy60_1_cd_45_pos_4_B03_S15_comb,9.838,0.0,9.3398,0.0,0.0,0.0,7.9008,2.4212,0.0,0.0,8.1767,11.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_3_G05_S365_comb,2.044,0.0,1.7799,7.7303,0.0,0.0,1.4813,0.0,0.0,0.0,5.9905,8.3573,0.0,0.0,0.0,0.0,2.0517,0.0,8.1252,3.9858,1.0
cy80_CD_90_pos_C02_S890_comb,0.0,0.0,0.0,4.9541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6817,0.0,1.0
cy60_1_cd_45_pos_4_D02_S38_comb,9.8477,0.0,9.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0395,10.782,0.0,0.0,0.0,0.0,0.0,0.0,6.5985,0.0,1.0
cy60_1_cd_45_pos_3_B10_S310_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0776,0.0,0.0,0.0,0.0,3.9392,0.0,6.9383,0.0,1.0
cy88_cd_45_pos_C05_S413_comb,6.7794,4.4578,4.0872,8.9353,0.0,0.0,6.8997,0.0,7.5587,0.0,0.0,8.0958,6.9255,0.0,0.0,0.0,0.0,7.1209,6.8695,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E11_S1019_comb,10.112,0.9949399999999999,8.6165,0.0,0.0,0.0,7.3859,0.0,0.0,0.0,6.5516,11.057,0.0,0.0,0.0,0.0,0.0,0.0,1.1596,0.0,1.0
cy60_1_cd_45_pos_3_A01_S289_comb,8.1371,0.0,7.5997,0.0,6.8438,6.8561,0.0,0.0,8.9699,6.737,0.0,10.071,0.0,2.9601,2.9601,7.2195,6.5401,6.3573,7.1963,0.0,1.0
cy60_1_cd_45_pos_4_G03_S75_comb,0.0,0.0,5.6262,3.6614,7.3483,8.628,0.0,5.3011,9.0411,0.0,0.0,7.3716,0.0,4.5017,4.5017,5.3183,9.818,5.774,0.0,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F03_S1023_comb,10.071,8.0436,9.0782,8.5791,0.0,0.0,0.0,0.0,0.0,0.0,6.255,11.668,0.0,0.0,0.0,0.0,0.0,0.0,5.1661,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F10_S1030_comb,0.0,6.3212,5.2956,6.9208,0.0,11.649000000000001,0.0,0.0,9.5755,7.8336,0.0,8.4082,0.0,11.095999999999998,11.095999999999998,7.1156,0.0,6.3359,0.0,0.0,1.0
cy88_cd_45_pos_3_F02_S638_comb,11.468,7.8674,10.243,8.1706,0.0,7.132999999999999,0.0,0.0,0.0,0.0,0.0,12.065,0.0,2.694,2.694,0.0,0.35614,0.0,5.6557,5.6372,1.0
cy88_cd_45_pos_B01_S397_comb,0.0,0.0,7.335,3.4879,0.0,0.0,8.5635,0.0,0.0,6.2572,8.2306,9.4329,0.0,0.0,0.0,0.0,0.0,0.0,6.2508,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F02_S1022_comb,10.455,0.0,9.3936,6.5784,0.0,0.0,7.1274,7.9788,0.0,0.0,6.2501,11.307,0.0,0.0,0.0,0.0,0.0,0.0,7.0639,0.0,1.0
cy60_1_cd_45_pos_4_B08_S20_comb,0.0,4.3518,0.0,0.0,6.367999999999999,8.783999999999999,0.0,0.0,9.71,7.4574,0.0,8.6317,8.927999999999999,2.122,2.122,0.0,6.3528,6.6642,0.0,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D10_S1006_comb,10.031,1.3901,8.4975,6.8046,0.0,0.0,8.6394,0.0,0.0,0.0,0.0,11.665999999999999,0.0,1.9309,1.9309,0.0,0.0,0.0,6.8306,6.0254,1.0
cy60_1_cd_45_pos_3_G12_S372_comb,8.5295,6.1372,6.824,0.62387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H05_S1049_comb,9.6013,3.2475,8.2699,8.3695,0.0,0.0,7.6463,0.0,0.0,0.0,0.0,10.931,0.0,0.0,0.0,0.0,0.0,0.0,2.1763,6.321000000000001,1.0
cy60_1_cd_45_pos_3_H08_S380_comb,6.92,0.0,4.262,0.0,7.6245,7.582999999999999,0.0,0.0,0.0,0.0,0.0,8.6319,0.0,0.0,0.0,0.0,4.0096,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E08_S1016_comb,10.548,0.0,9.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_3_F10_S358_comb,10.652999999999999,0.0,9.343,7.8420000000000005,0.0,0.0,0.0,0.0,0.0,0.0,8.1394,11.190999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.7612,0.0,1.0
cy80_CD_90_pos_A02_S866_comb,0.0,2.1057,0.0,2.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.31961999999999996,1.0
cy88_cd_45_pos_3_H12_S672_comb,7.5286,6.9603,6.9768,7.6381,6.2649,6.2458,5.3147,5.8863,6.8817,5.4507,2.7845,9.1712,5.9659,2.9734,2.9734,5.5083,5.1048,5.1619,5.3557,4.754,1.0
cy88_cd_45_pos_G01_S457_comb,0.0,0.0,4.8343,6.0338,4.2155,0.0,0.0,7.4584,7.2679,0.0,5.2588,8.3589,8.8384,0.0,0.0,5.5531,0.0,7.9592,3.2959,0.0,1.0
cy60_1_cd_45_pos_3_C01_S313_comb,1.7807,7.8615,0.0,10.169,4.8729,8.0323,0.0,8.7982,6.2134,6.7798,5.8402,0.0,0.0,0.0,0.0,5.8183,7.4324,0.0,7.1767,6.8375,1.0
cy60_1_cd_45_pos_4_H01_S85_comb,9.8197,0.0,8.7828,2.9067,0.0,0.0,0.0,4.4122,0.0,0.0,5.3267,11.022,0.0,0.0,0.0,0.0,0.0,0.0,5.5915,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G12_S1044_comb,1.5705,8.0886,5.1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7607,0.0,0.0,0.0,0.0,0.0,0.0,4.0594,0.0,1.0
cy80_cd_90_neg_H04_S184_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_3_G06_S366_comb,9.5136,0.0,8.1967,0.0,0.0,0.0,0.0,0.9605100000000001,0.0,0.0,0.0,10.432,0.0,0.0,0.0,0.59264,0.0,0.0,0.0,0.0,1.0
cy88_cd_45_pos_H05_S473_comb,0.0,0.9275200000000001,0.0,0.97306,8.3022,7.7213,0.0,8.2006,9.8861,5.8815,0.0,6.8571,6.7476,3.5660000000000003,3.5660000000000003,0.0,7.4532,7.5491,5.2458,0.0,1.0
cy60_1_cd_45_pos_3_B04_S304_comb,1.7609,4.0355,0.0,8.1995,0.0,0.0,0.0,0.0,0.0,0.0,6.8098,8.8578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_3_C04_S316_comb,0.0,0.0,0.0,6.7367,8.5351,6.218999999999999,0.0,7.0309,9.5716,8.9306,0.0,5.6224,0.0,2.9817,2.9817,0.0,9.4697,6.6832,5.0059,5.8416,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B06_S978_comb,9.4943,0.0,8.1718,8.6098,0.0,0.0,6.4537,6.4132,0.0,0.0,6.9686,11.434000000000001,0.0,0.0,0.0,0.0,0.0,0.0,7.0656,0.0,1.0
cy60_1_cd_45_pos_3_H07_S379_comb,11.064,0.0,9.6087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7148,12.379000000000001,1.7613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_4_C06_S30_comb,0.0,0.0,0.0,0.0,8.3106,7.1836,0.0,2.4332,6.8576,6.9394,6.1829,6.3756,7.4961,0.0,0.0,2.7763,0.0,0.0,7.9514,0.0,1.0
cy60_1_cd_45_pos_3_E04_S340_comb,11.274000000000001,0.0,8.9583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3257,12.218,0.0,0.0,0.0,0.0,0.0,0.0,5.5089,0.0,1.0
cy60_1_cd_45_pos_3_B08_S308_comb,0.0,0.0,0.0,6.7277,0.0,0.0,4.7989,0.0,0.0,2.6873,7.5999,8.8088,0.0,0.0,0.0,0.0,6.277,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_4_B07_S19_comb,7.678,0.0,7.1224,5.3837,7.827000000000001,7.6406,0.0,6.5954,8.2995,0.0,0.0,9.9443,7.5563,2.6399,2.6399,8.6074,8.4007,6.894,0.0,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B07_S979_comb,10.526,0.0,8.0899,7.7193,0.0,0.0,7.6325,5.8512,0.0,0.0,0.0,11.503,0.0,0.0,0.0,0.0,0.0,0.0,7.4504,6.2557,1.0
cy60_1_cd_45_pos_4_G10_S82_comb,2.1437,0.0,6.175,0.0,7.836,6.9619,0.0,0.0,7.605,4.4521,4.9074,9.0409,5.7779,5.0569,5.0569,7.4098,5.8229,0.0,6.4391,5.1263,1.0
cy80_CD_90_pos_C07_S895_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy80_CD_90_pos_H08_S956_comb,0.0,0.0,0.0,6.1434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F07_S1027_comb,9.1744,0.0,7.7216,0.0,0.0,0.0,8.0176,7.6397,0.0,0.0,6.3638,11.165999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.0884,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C03_S987_comb,0.0,8.2231,5.2097,6.7485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3285,0.0,0.0,0.0,0.0,0.0,0.0,7.6141,0.0,1.0
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A04_S964_comb,10.155,0.0,8.1745,6.3676,0.0,0.0,5.6522,7.277,0.0,0.0,4.5021,11.470999999999998,0.0,0.0,0.0,0.0,0.74502,0.0,5.9683,0.0,1.0
cy60_1_cd_45_pos_4_A11_S11_comb,10.389000000000001,0.0,8.6339,4.44,0.0,0.0,5.8226,0.0,0.0,0.0,0.0,10.567,0.0,0.0,0.0,0.0,0.0,0.0,3.7921,0.0,1.0
CY88_3_B02_S590_comb,0.0,5.6441,0.38405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88_5_F07_S739_comb,0.0,0.0,0.0,1.7958,0.0,0.0,0.0,0.0,0.0,0.0,5.4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88_5_F08_S740_comb,0.0,7.31,0.0,4.3799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88_3_H12_S672_comb,1.0642,6.8575,0.62574,0.91915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841,1.0
CY88_3_D06_S618_comb,0.0,5.5836,0.0,0.0,0.0,0.0,1.1473,0.0,0.0,0.0,0.0,1.3028,0.0,0.0,0.0,1.4109,0.0,0.0,0.0,0.0,1.0
CY88_5_F12_S744_comb,0.0,6.1352,0.0,3.1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88_3_E09_S633_comb,0.0,4.4336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46362,0.0,0.0,0.0,0.0,1.0
CY88_5_H12_S768_comb,0.78409,6.6222,0.34823000000000004,1.8914,0.0,0.0,0.69599,0.0,0.0,0.32423,0.0,3.1010000000000004,0.0,0.0,0.0,0.10165,0.44678999999999996,0.0,0.0,1.5064,1.0
CY88_5_E01_S721_comb,0.0,5.2882,0.0,2.1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168,1.0
CY88_3_C09_S609_comb,0.0,6.6206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88_5_H02_S758_comb,0.0,5.7785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30334,0.0,0.0,1.0
CY88_3_C02_S602_comb,0.0,5.8723,0.0,3.1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10434,0.0,0.37518,0.30918,0.0,1.0
CY89A_CD45_POS_6_H05_S185_comb,9.3278,8.3154,6.3031,8.3826,0.0,0.0,7.0058,5.569,0.0,0.0,9.0831,11.037,0.0,0.0,0.0,0.37184,0.0,0.0,7.8107,0.0,1.0
CY89A_CD45_POS_10_C11_S227_comb,10.548,8.1721,9.1533,8.9308,0.0,0.0,0.4678,0.0,0.0,2.3876,0.0,11.114,0.0,0.0,0.0,0.0,0.0,0.0,1.3923,1.7416,1.0
CY89A_CD45_POS_10_C12_S228_comb,0.0,6.4434,2.8339,6.6441,0.0,0.0,4.2136,6.0749,0.0,3.6443,5.2122,6.3033,0.0,0.0,0.0,0.0,0.0,0.0,5.2289,0.0,1.0
CY89A_CD45_POS_4_E11_S443_comb,1.2792,6.5383,6.0863,9.1938,0.0,0.0,6.3986,8.5864,3.3291,6.2643,0.0,7.757000000000001,0.0,0.0,0.0,0.0,7.271,0.0,7.7354,7.5653,1.0
CY89A_CD45_POS_4_D02_S422_comb,8.2059,6.8832,6.6925,7.4321,7.7906,0.8528,0.0,0.0,7.6432,6.6583,0.0,8.2639,6.9272,3.6854,3.6854,8.0157,7.5698,6.2317,1.6498,0.0,1.0
CY89A_Core_15_E01_S49_comb,0.0,7.1648,6.1346,0.0,0.0,8.0914,2.7444,0.0,5.7726,5.9063,0.0,7.1251,2.1596,0.0,0.0,6.9967,6.4194,6.8803,8.0601,4.7183,1.0
CY89A_CD45_POS_10_B02_S206_comb,0.0,8.0332,0.0,7.9792,0.0,0.0,7.0812,7.7213,0.0,0.0,5.8991,5.3876,0.0,0.0,0.0,0.0,0.0,0.0,7.4362,3.0167,1.0
CY89A_CD45_POS_10_H05_S281_comb,7.7156,4.3335,6.818,5.8832,0.0,8.6881,6.2471,0.0,7.2427,4.0488,0.0,4.8092,8.0306,6.7195,6.7195,7.1676,5.8683,5.7474,6.0945,6.9432,1.0
CY89A_CD45_POS_6_B03_S111_comb,0.0,9.355,0.0,7.5162,0.0,0.0,6.9463,8.0816,0.0,0.0,0.0,5.0282,0.0,0.0,0.0,0.0,0.0,0.0,8.1086,4.9515,1.0
CY89A_CD45_POS_10_G12_S276_comb,0.0,7.0051,0.0,3.7506,0.0,0.0,5.7335,6.1926,0.0,0.0,5.1149,6.0179,0.0,0.0,0.0,0.0,0.0,0.0,6.284,7.0561,1.0
CY89A_Core_15_G04_S76_comb,8.0269,8.0617,7.6714,7.4656,0.0,0.0,0.0,7.3774,0.0,0.0,6.6756,10.597999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.5537,0.0,1.0
CY89A_CD45_POS_10_E10_S250_comb,8.9104,4.4092,8.3195,7.0015,0.0,0.0,6.452999999999999,7.7263,0.0,0.0,5.1358,9.9305,0.0,0.0,0.0,0.0,0.0,0.0,7.8332,0.0,1.0
CY89A_CD45_POS_6_G07_S175_comb,10.055,8.5737,8.4585,8.4414,0.0,0.0,6.1938,7.4454,0.0,0.0,7.2644,11.014000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0023,1.0
CY89A_CD45_POS_4_B07_S403_comb,0.0,8.3325,6.0839,4.9768,0.0,0.0,0.0,7.695,5.3229,5.0379,0.0,7.3094,8.6662,4.545,4.545,3.3153,0.0,6.2655,1.8631,6.5325,1.0
CY89A_Core_15_B02_S14_comb,11.097000000000001,7.8192,9.8528,9.5268,0.0,0.0,0.0,6.8933,0.0,0.0,0.0,11.364,0.0,0.0,0.0,0.0,0.0,0.0,5.2531,0.0,1.0
CY89A_CD45_POS_6_A07_S103_comb,0.0,7.7741,4.9958,5.7729,0.0,0.0,8.1509,7.227,0.0,0.0,0.0,6.6149,0.0,0.0,0.0,0.0,0.0,0.0,8.5302,5.2335,1.0
CY89A_CD45_POS_10_A04_S196_comb,7.044,0.0,7.2538,4.6737,0.0,0.0,6.8456,0.0,6.8411,6.2582,0.0,9.0578,0.0,0.0,0.0,7.4621,5.1381,7.1838,7.6664,1.5826,1.0
CY89A_CD45_POS_4_B06_S402_comb,0.0,5.9819,0.0,4.6942,0.0,0.0,4.4516,5.2002,0.0,0.0,6.8472,8.0567,0.0,0.0,0.0,0.0,0.0,0.0,6.6263,6.349,1.0
CY89A_Core_15_D04_S40_comb,9.7934,7.6505,7.6755,6.513999999999999,0.0,0.0,7.7301,6.6276,0.0,0.0,6.3379,11.002,0.0,0.0,0.0,0.0,0.0,0.0,7.2545,0.0,1.0
