,PMEL,SERPINA3,TMSB4X,IFITM1,APOD,MIA,SPP1,DCT,IFI27,CD74,A2M,MT2A,DUSP1,ANXA1,APOC2,FOS,SERPINE2,IGFBP7,TM4SF1,CAPN3,group
cy79-p4-CD45-neg-PDL1-neg-C02-S1082-comb,10.399000000000001,8.3598,0.0,0.0,10.279000000000002,9.0489,6.2839,0.0,5.5724,6.0483,7.8709,8.0914,0.0,5.2645,5.7192,5.5298,10.329,5.6223,5.9091,6.0102,2.0
cy79-p4-CD45-neg-PDL1-pos-C11-S419-comb,8.4139,5.9901,2.1233,0.0,9.7691,8.5921,4.5671,0.0,7.5138,6.7046,7.8723,10.488,0.0,7.648,7.4008,6.6027,8.7423,4.7488,4.3597,6.0147,2.0
cy79-p4-CD45-neg-PDL1-neg-G03-S1131-comb,10.785,5.9685,3.4695,0.0,8.7364,8.074,6.1015,0.0,6.0602,3.3146,8.3635,8.4636,0.64339,5.9651,7.4747,5.3187,8.99,5.3493,4.7076,7.9067,2.0
cy79-p4-CD45-neg-PDL1-neg-F07-S1123-comb,7.0414,7.3739,0.0,0.0,7.7337,9.4481,0.0,0.0,6.8221,6.0948,7.569,9.2407,3.6872,8.5467,4.7741,8.078,9.521,0.0,0.0,1.952,2.0
cy79-p4-CD45-neg-PDL1-neg-C09-S1089-comb,11.130999999999998,5.8217,0.0,0.0,8.4717,6.6792,0.0,0.0,5.6425,5.0761,7.5051,8.1495,5.5297,5.8339,4.2845,8.6291,9.9531,6.5005,5.7631,6.0632,2.0
cy79-p5-CD45-neg-PDL1-neg-D10-S814-comb,9.5383,9.0865,0.0,0.0,12.265,10.811,3.2735,0.0,9.0691,0.0,6.8472,9.2569,6.6357,6.3693,6.4892,9.509,9.6778,4.6606,5.8859,8.2691,2.0
cy81-Bulk-CD45-neg-G04-S172-comb,0.0,6.5745,0.45838,6.9693,3.6348,5.6734,4.9853,0.0,0.0,0.0,5.5409,9.869,6.7991,5.3404,0.0,7.7298,7.8734,2.8088,5.8278,0.0,2.0
cy79-p5-CD45-neg-PDL1-neg-F08-S836-comb,8.5551,0.0,0.0,0.0,10.956,8.2426,0.0,0.0,5.9651,3.1757,5.8984,8.8463,0.0,0.0,5.7682,4.8113,8.5093,6.0484,0.0,6.7755,2.0
cy79-p4-CD45-neg-PDL1-neg-D11-S1103-comb,8.7433,8.6057,4.1886,0.0,9.1914,8.5874,4.4268,0.0,7.7088,2.9703,8.6054,9.6529,3.0181,6.732,7.3594,6.3592,9.4769,5.2324,5.1028,6.294,2.0
cy79-p4-CD45-neg-PDL1-neg-F09-S1125-comb,0.0,0.0,0.0,0.0,5.2694,8.1228,0.0,0.0,5.6604,0.0,0.0,7.2056,0.0,9.0469,6.3317,6.957000000000001,5.6779,6.3566,4.3362,6.8101,2.0
cy79-p5-CD45-neg-PDL1-pos-G07-S751-comb,7.6099,6.3837,2.4753,0.0,9.3892,9.44,5.7629,2.1006,4.9918,1.5854,5.5224,9.1083,5.8420000000000005,3.3616,5.7735,7.6442,6.6803,3.6687,2.8195,6.1049,2.0
cy81-Bulk-CD45-neg-G07-S175-comb,0.0,2.0721,0.0,5.7933,0.0,7.2134,0.0,0.0,0.0,0.0,2.2203,7.3198,5.4313,6.8912,0.0,5.6002,5.2752,0.0,6.507999999999999,0.0,2.0
cy79-p5-CD45-neg-PDL1-pos-G04-S748-comb,9.8828,6.6549,2.4394,1.9046,9.3925,9.1415,0.0,0.0,6.4902,0.0,8.2944,8.6624,7.8289,6.2473,6.6301,9.2501,9.3337,3.4671,1.6572,8.5229,2.0
cy79-p4-CD45-neg-PDL1-pos-B06-S402-comb,7.7476,7.5732,5.2917,1.5474,10.29,8.3212,5.6689,0.0,6.1337,6.9589,7.4742,9.0431,5.7351,6.6068,7.8838,6.8607,8.2886,6.0338,0.7866,6.7772,2.0
cy79-p5-CD45-neg-PDL1-pos-F05-S737-comb,9.5633,2.9707,0.0,0.0,9.8613,7.7157,6.2958,0.0,4.2324,0.0,5.0394,9.3254,4.4796,5.9891,7.9732,8.0515,7.7508,5.3276,5.0478,6.754,2.0
cy79-p4-CD45-neg-PDL1-neg-A11-S1067-comb,10.097999999999999,6.7906,0.0,0.0,8.8154,8.338,5.1162,0.0,6.6862,0.0,7.2427,8.9698,4.5129,6.3243,5.9218,8.9388,9.5206,6.1121,3.2935,8.0045,2.0
cy79-p4-CD45-neg-PDL1-neg-G06-S1134-comb,11.210999999999999,7.3392,0.0,0.0,9.4029,7.2561,0.0,0.0,6.8654,3.9909,8.1611,9.0498,5.224,6.7069,6.8103,8.5677,8.4878,5.9143,4.8135,7.1236,2.0
cy80-CD45-neg-C03-S891-comb,10.434000000000001,7.3901,3.9221,6.8567,8.6981,6.8577,0.0,5.8007,3.326,2.7687,6.362,3.8517,1.1718,5.1892,3.1504,5.5068,8.5507,0.0,0.0,5.7254,2.0
cy79-p5-CD45-neg-PDL1-pos-B09-S693-comb,10.290999999999999,0.0,0.0,0.0,7.2246,6.3775,5.7594,1.2892,3.9569,0.0,7.1095,7.7045,6.9732,3.9728,6.6482,9.4222,7.9303,6.322,5.2841,7.7919,2.0
cy79-p5-CD45-neg-PDL1-neg-D05-S809-comb,9.6967,9.275,0.0,0.0,11.690999999999999,9.7848,7.2947,0.0,8.5914,3.9309,8.9212,10.897,7.5866,8.181000000000001,6.2878,10.325,10.413,0.0,6.4639999999999995,6.5816,2.0
cy79-p5-CD45-neg-PDL1-neg-C04-S796-comb,11.217,7.5796,0.0,0.0,10.084,9.0115,4.4463,0.0,6.7353,3.5865,7.9738,9.3653,0.0,7.0143,7.5352,9.2195,10.899000000000001,6.1111,7.4187,7.2791,2.0
cy79-p4-CD45-neg-PDL1-neg-G12-S1140-comb,10.287,7.1748,0.0,0.0,9.5082,8.4705,5.7339,0.0,6.5038,4.6015,8.6524,9.564,6.3023,6.2387,5.921,7.6033,9.4484,4.4012,5.5194,6.7378,2.0
cy80-CD45-neg-F01-S925-comb,9.3461,6.2215,3.2972,0.0,7.1829,7.1801,0.0,1.044,3.7754,0.0,4.2165,8.1236,6.2819,5.9424,6.5708,8.2502,8.1802,3.9419999999999997,2.5583,4.851,2.0
cy81-Bulk-CD45-neg-G06-S174-comb,0.0,4.8461,1.6938,6.4523,2.986,7.4429,3.5829,0.0,0.0,0.0,4.7408,9.7443,4.8433,3.9685,0.0,6.7407,8.0155,0.0,5.1916,0.0,2.0
cy79-p4-CD45-neg-PDL1-pos-G04-S460-comb,10.027999999999999,6.1893,3.11,0.0,8.145,7.5013,5.9279,0.0,7.3609,0.0,7.3681,8.8527,5.5277,7.0012,7.236000000000001,8.1326,8.1195,4.9312,5.4951,7.746,2.0
cy79-p5-CD45-neg-PDL1-pos-F10-S742-comb,9.1251,7.6432,2.3942,0.0,9.1533,9.5479,3.3242,0.0,6.3046,0.0,7.3031,9.5336,5.1577,5.457000000000001,5.1984,8.1725,8.8351,0.0,4.3646,7.0976,2.0
cy80-CD45-neg-D02-S902-comb,9.0665,7.3322,3.1022,6.2913,7.5423,6.8789,0.0,1.5165,6.5794,2.1303,2.3377,8.0928,5.7576,5.8043,3.7881,6.6343,7.6785,0.0,0.0,4.7402,2.0
cy79-p4-CD45-neg-PDL1-pos-B03-S399-comb,9.292,8.0319,2.5794,1.7338,10.292,8.5529,7.2717,0.0,6.8387,5.433,8.9663,7.265,8.1027,7.0901,5.4301,9.1178,9.1038,0.0,5.4685,8.5437,2.0
cy80-CD45-neg-B08-S884-comb,9.4931,5.3566,0.0,5.325,8.3617,7.1666,0.0,1.7874,6.263999999999999,1.7075,3.3077,7.4682,1.168,4.5692,4.6648,6.4983,7.7607,5.8449,0.0,4.6587,2.0
cy79-p5-CD45-neg-PDL1-pos-D09-S717-comb,9.7389,7.4217,2.8635,0.0,10.288,9.1725,5.8974,0.0,5.0914,0.0,4.7868,8.8723,7.3503,4.8637,6.8725,9.2676,8.9177,4.099,4.8664,8.4003,2.0
cy80-CD45-neg-F08-S932-comb,7.8995,5.1004,3.4778,6.4913,7.9889,6.6985,0.0,0.42975,5.5909,2.8169999999999997,4.2284,7.9454,3.8954,5.476,2.5534,5.1184,8.4681,4.3443,3.4694,5.2489,2.0
cy81-FNA-CD45-neg-E09-S1017-comb,0.0,5.2698,0.0,5.6873,2.9375,5.6610000000000005,5.656000000000001,0.0,0.0,0.0,6.1776,8.6421,6.0788,4.6244,0.0,4.8365,6.865,0.0,5.3595,2.3693,2.0
cy79-p5-CD45-neg-PDL1-pos-C04-S700-comb,10.863,6.9132,3.1919,0.0,10.882,7.6784,5.7753,0.71458,6.8169,3.8316,7.824,8.4016,7.1986,6.6922,4.262,8.4245,9.2126,3.5887,6.5027,8.3936,2.0
cy82-CD45-pos-1-B11-S503-comb,0.0,10.785,3.1637,0.0,7.0489999999999995,8.1486,5.6973,0.0,0.0,0.0,6.4337,9.2659,6.8985,5.1091,0.0,9.3215,6.7069,0.0,0.0,0.0,2.0
cy79-p4-CD45-neg-PDL1-pos-D09-S429-comb,9.4501,7.6627,0.0,0.0,7.95,6.8102,0.0,0.0,7.7045,0.0,5.832999999999999,8.4759,6.6027,6.9709,6.2094,9.0786,9.309,5.6285,6.2026,6.8955,2.0
cy82-CD45-pos-1-D01-S517-comb,0.0,9.3847,5.9533,0.0,5.7478,8.5974,5.9681,0.0,0.0,4.1149,5.1294,8.7368,7.9805,6.2636,0.0,8.2039,7.0196,0.0,3.9563,0.0,2.0
cy79-p4-CD45-neg-PDL1-pos-H05-S473-comb,9.8588,4.3734,0.0,0.0,10.873,8.5255,6.4966,0.0,0.0,4.2943,7.811,9.3875,4.5883,6.3197,0.0,9.2587,9.7129,0.0,3.358,7.6437,2.0
cy80-CD45-neg-E05-S917-comb,9.9921,0.0,5.4719,5.2638,4.9686,6.522,0.0,2.1988,3.905,3.8067,0.0,8.8685,3.7323,2.8146,0.0,7.1961,6.8388,6.114,6.8414,4.801,2.0
cy79-p4-CD45-neg-PDL1-pos-C06-S414-comb,10.307,5.9645,2.3202,0.0,8.0807,8.4668,3.2356,0.0,7.0752,4.5827,7.8706,9.0969,0.0,7.6997,6.1556,4.404,9.7804,3.7203,5.2073,5.6426,2.0
cy81-Bulk-CD45-neg-H12-S192-comb,0.0,6.0834,0.0,5.3282,0.0,0.0,0.0,0.0,0.0,0.0,5.5026,7.7641,4.7544,5.2928,0.0,6.4284,7.4513,0.0,5.5846,4.4658,2.0
cy81-FNA-CD45-neg-D01-S997-comb,0.0,6.4866,0.0,7.0383,5.2466,7.0308,5.8291,2.6915,0.0,1.4125,4.5474,7.6186,1.6229,3.7369,0.0,0.0,8.4265,0.0,3.2937,3.6933,2.0
cy79-p5-CD45-neg-PDL1-pos-H09-S765-comb,8.33,6.2984,4.0936,0.0,8.1894,7.7511,0.0,0.0,6.9565,0.0,7.4664,10.323,0.0,6.94,5.7822,7.9045,9.1421,4.3384,5.9387,4.9897,2.0
cy79-p4-CD45-neg-PDL1-neg-C08-S1088-comb,9.6939,6.8616,2.9585,0.0,9.5407,8.5283,6.4679,0.0,6.4188,6.1653,9.0304,8.7508,0.0,6.4498,3.3488,7.4081,10.53,4.6593,0.9501,6.4927,2.0
cy79-p5-CD45-neg-PDL1-neg-A09-S777-comb,9.8882,8.7758,0.0,0.0,9.9121,8.4093,1.8331,0.0,7.7047,3.1316,7.1778,8.0112,0.0,7.4213,5.1727,7.9815,10.46,0.0,6.6785,7.1149,2.0
cy81-FNA-CD45-neg-D03-S999-comb,0.0,7.2496,0.0,8.0764,2.1567,4.3653,3.1889999999999996,0.0,0.0,0.0,5.0541,7.8395,5.4696,4.8783,0.0,3.7748,7.0214,3.4366,5.2784,0.0,2.0
cy81-FNA-CD45-neg-E06-S1014-comb,1.6074,7.7365,0.0,7.4201,6.571000000000001,7.3757,4.6496,0.0,0.0,0.0,7.7255,8.6888,5.809,3.9276,0.0,4.9603,8.6064,0.0,4.9539,2.0566,2.0
cy79-p4-CD45-neg-PDL1-pos-B07-S403-comb,11.470999999999998,5.294,7.2825,3.4410000000000003,3.3125,5.8986,0.0,0.0,6.9619,2.7091,7.5366,7.0906,6.8335,4.9352,6.792000000000001,6.4219,6.1254,4.1208,4.5993,7.2005,2.0
cy81-FNA-CD45-neg-C11-S995-comb,0.0,7.3189,0.0,8.1115,5.2423,6.711,5.8466,0.0,0.0,0.0,7.3888,9.6935,6.4639999999999995,4.0439,0.0,1.8488,7.7586,0.0,4.8658,0.0,2.0
cy80-CD45-neg-B03-S879-comb,10.118,5.6339,0.0,6.928,6.45,6.2106,0.0,3.1179,6.4737,2.9191,0.0,8.7917,0.0,5.0467,4.2288,4.4974,7.0375,5.3896,1.825,7.0394,2.0
cy79-p4-CD45-neg-PDL1-pos-A06-S390-comb,10.815,7.6328,3.8088,0.0,10.046,7.2198,5.1563,0.0,7.4953,0.0,7.4086,8.7192,0.0,6.4926,4.5208,4.4436,8.7457,0.0,6.1172,8.3868,2.0
cy79-p4-CD45-neg-PDL1-neg-H05-S1145-comb,9.5243,7.8104,4.7329,0.0,8.6798,8.3848,5.482,0.0,7.4063,3.0447,8.0927,8.9834,4.4653,6.5289,3.3677,8.2758,9.3132,0.0,3.9044,7.1037,2.0
cy79-p4-CD45-neg-PDL1-neg-E09-S1113-comb,10.843,3.1212,0.0,0.0,7.1949,4.8944,3.2001,0.0,4.4698,0.0,7.914,8.5175,4.2363,5.1854,4.2859,8.1524,8.9647,6.3116,6.5652,5.9036,2.0
cy81-Bulk-CD45-neg-D01-S133-comb,0.0,5.2905,0.0,8.6174,0.0,0.0,0.0,0.0,0.0,0.0,1.0813,11.017000000000001,1.278,4.3169,0.0,6.4157,6.8631,0.0,6.4803,0.0,2.0
cy79-p5-CD45-neg-PDL1-neg-G08-S848-comb,9.3151,8.4685,2.7681,4.8403,10.460999999999999,8.8056,6.6774,0.0,6.9598,4.4045,6.4646,10.479000000000001,0.0,8.0435,6.1725,6.7362,9.6326,3.1515,6.8246,5.7637,2.0
cy79-p4-CD45-neg-PDL1-pos-F04-S448-comb,10.747,7.6854,3.6913,0.0,9.0288,8.712,3.543,0.0,5.3112,3.6288,7.4159,8.8405,6.4628,7.8803,7.3477,7.9295,9.6041,0.0,5.6988,7.5342,2.0
cy79-p4-CD45-neg-PDL1-neg-D08-S1100-comb,8.867,8.8147,0.0,0.0,10.83,9.8204,5.4854,0.0,2.1063,4.001,7.8393,8.9417,6.3663,6.5823,6.8826,8.8762,9.289,0.0,4.3331,0.0,2.0
cy82-CD45-pos-3-A12-S12-comb,0.0,9.6557,5.9057,0.0,6.239,8.2601,6.2636,0.0,0.0,4.0726,5.4239999999999995,8.8309,6.4453,4.196000000000001,0.0,8.2576,8.8507,0.0,2.3271,0.0,2.0
cy81-Bulk-CD45-neg-B02-S110-comb,0.0,7.3641,0.0,6.5157,4.4153,6.8155,5.1407,0.0,0.0,0.0,6.057,8.9771,6.9435,6.5971,0.0,7.4721,8.3805,2.8732,6.4307,0.0,2.0
cy80-CD45-neg-A06-S870-comb,10.349,8.4662,3.1595,4.8211,8.4449,6.2482,0.0,0.92676,4.0249,0.70576,5.4975,7.4954,1.6154,4.0392,3.208,6.9243,9.0203,2.3016,0.0,6.8953,2.0
cy79-p4-CD45-neg-PDL1-pos-B12-S408-comb,10.786,7.2137,4.0627,0.0,9.0641,9.7827,0.0,0.0,6.9293,0.0,8.2081,8.0219,4.4395,5.8639,7.146,8.5781,10.1,3.8697,2.708,7.8176,2.0
cy79-p4-CD45-neg-PDL1-pos-G09-S465-comb,9.1601,5.604,0.0,0.0,9.5743,8.5568,6.7843,0.0,5.6952,0.0,5.2906,9.9524,1.8512,5.305,7.6116,6.9704,7.9327,5.6339999999999995,0.0,6.2138,2.0
cy81-Bulk-CD45-neg-B04-S112-comb,0.0,5.8492,0.0,8.4402,6.0685,0.0,5.6035,0.0,0.0,0.0,6.6279,8.0858,6.6624,0.0,0.0,6.8912,8.0572,0.0,4.02,0.0,2.0
cy82-CD45-pos-3-H12-S96-comb,0.0,9.0723,7.2733,5.9805,10.482999999999999,9.0495,5.54,0.0,0.0,5.8211,5.6397,10.288,4.5596,4.54,3.1079,6.6027,7.1714,4.301,2.8205,0.0,2.0
cy79-p5-CD45-neg-PDL1-neg-H11-S863-comb,10.843,4.5192,0.0,0.0,6.3951,6.3261,6.7474,0.0,6.0307,0.0,7.1031,8.4309,7.2973,6.6223,6.8839,9.0572,8.2082,4.7224,6.5208,7.806,2.0
cy79-p5-CD45-neg-PDL1-neg-D02-S806-comb,5.9712,8.2839,0.0,0.0,9.2831,9.5642,9.2989,0.0,6.9298,0.0,9.3664,8.0291,0.0,6.3942,3.9126,4.5785,10.728,3.5302,0.0,6.706,2.0
cy79-p5-CD45-neg-PDL1-neg-B07-S787-comb,10.41,9.2749,0.0,0.0,10.331,9.0475,6.8672,0.0,5.2032,0.0,8.1402,9.2381,0.0,6.0097,6.8398,8.0847,10.332,5.0919,5.7182,7.4244,2.0
