,RPL32,NDUFA12,SAT1,DBI,NDUFB2,SLIRP,PRDX3,ABRACL,MRPL51,PSMB6,TIMM8B,PSMA4,DAD1,UQCR10,HSPE1,GTF3C6,COX5B,C14orf2,MRPS18C,DYNLL1,group
NBM_89G6,6.706251397999999,0.0,0.298576461,5.6247988289999995,0.0,6.03082438,0.582037341,0.0,0.0,5.835572991,0.0,0.0,0.0,6.0027375329999995,5.11319938,5.673225877,2.02057008,6.150842455,3.0235082939999995,5.849543827000001,1.0
NBM_89E9,6.416714387000001,5.708964006,0.339123568,0.0,3.98278481,0.0,0.24460839199999998,5.410772314,0.0,5.712432601000001,4.957528054,0.0,5.44593375,0.38843813200000005,0.0,0.0,6.07323113,5.404489907,5.456537064,0.549624055,1.0
NBM_89B7,0.0,4.905639946,5.496532574,0.0,4.778772288,3.784171484,7.250638524,5.331349367,4.900951854,6.641498676,3.9037624460000004,0.7868036979999999,5.9309038979999995,4.705051395,5.236472447,6.280968937000001,4.327114016,4.249637215,5.264359848,4.259923639,1.0
NBM_89D9,6.039113313,5.4029558,6.362373376,5.095681633,5.018424782,5.471872622999999,4.5876853969999996,0.0,5.285658044,5.268804594,0.0,6.506276745,5.989034647,5.480707571,4.795956408,0.968687223,5.22298091,5.279571279,5.55074733,6.504572484,1.0
NBM_89D11,5.6389115510000005,5.707614088,6.132506475,0.0,4.602917505,0.0,5.648045338999999,0.0,0.0,0.0,0.0,6.072947438,2.7416208010000003,4.240802271000001,0.0,5.668300114,5.890351826,5.8235328,0.0,5.323367568,1.0
NBM_89A11,6.692530662,5.500557379,0.300870246,5.32817575,5.912093733,0.0,5.7386073060000005,5.504252471,5.543803392,5.761510316,5.13794971,5.719524343,5.371819414,6.0738964829999995,5.418969455,0.0,5.268627704,4.528468942,0.0,6.239476858,1.0
NBM_89C10,0.0,5.7157154310000005,7.009303148,0.793063209,0.0,4.500987104,6.027791317,4.261913363,0.0,0.718363883,0.0,0.0,6.733382586,5.176006704,5.149330113,5.370550116,0.0,4.50288121,1.261214335,0.0,1.0
NBM_89B9,6.776053357,5.784744549,0.0,0.697315221,5.533738715,5.4021648870000005,5.853480295,0.0,6.013067638,5.779222054,0.0,0.416175185,5.468033875,0.0,6.191822962000001,5.425901733,5.440793229,5.582922624,0.0,5.216593377,1.0
NBM89_NEWA3,0.0,0.0,0.26507667100000004,5.215292027,0.0,0.0,5.911784442999999,0.32704740000000004,5.407710046,6.189325788,3.202668335,5.7611277670000005,5.457749781,3.812273769,4.105866248,6.3513253160000005,5.790741098,4.582589536,4.874170032,0.0,1.0
NBM_89H5,6.256024442,0.0,1.252637023,1.865135077,1.566861233,2.040776113,1.665704167,6.364442326,0.0,6.7537485539999995,1.4697826980000002,1.164640608,6.770731343,1.370899523,5.7832815360000005,0.882467278,6.295395932000001,0.0,0.0,2.054599075,1.0
NBM_89A5,0.0,5.772295477,0.0,0.0,5.297801547,4.629691845,6.04268071,5.394143172000001,5.870560314,5.667174806,4.994372286,0.521875765,5.450488742,5.390909954,3.7360588289999996,5.318874383,5.052122572,5.313948555,0.0,0.0,1.0
NBM_89F8,0.0,6.281570174,5.982037479,0.0,6.1797111760000005,5.292439336,0.276708365,0.0,0.0,6.490853357000001,4.8636298810000005,5.7582349960000005,0.0,0.0,4.798517456,5.301018264,0.0,6.525339133999999,4.100028912,0.0,1.0
NBM_89G7,6.671467091,5.706265581,0.31391115,0.42964188700000006,5.33201156,5.629845671,0.5649696479999999,5.549692832000001,5.9779824470000005,5.870270392,4.682970974,5.821556055,6.058641317,5.654001479,5.7275590979999995,0.34929438799999996,3.938344765,6.089980217000001,5.353608171,5.118750777,1.0
NBM89_NEWB3,6.072577015,5.402307116,0.0,5.38616231,4.725818991000001,0.0,6.515735511,5.456722762,0.0,0.0,0.740608655,6.382916497,0.0,5.249919354,4.5467969660000005,5.550204441,5.212463099999999,2.9928303539999996,0.0,0.555708813,1.0
NBM89_NEWE3,7.206153627999999,2.614831202,5.440977761,5.645641713,0.0,2.065307881,0.777712831,6.2171103389999995,5.971944266,6.320120234,0.0,4.840080938,1.294279187,4.7610896469999995,5.454231813,6.020921365,2.624193087,5.516350796,6.486679551,6.203417572999999,1.0
NBM89_NEWD3,0.0,1.679776177,6.2988217529999995,6.713762064,6.218680331,6.506037781,1.438119495,1.268814619,5.354748542,1.2628911859999998,6.713631476000001,2.159535453,6.704622822,2.608486989,6.603695934,0.564187939,6.194630385,6.783864842000001,1.6230383430000002,0.0,1.0
NBM_89H6,6.89096868,2.8344825910000004,0.581340843,0.0,0.0,5.807033736,0.432561961,1.101876633,0.0,7.332930481,1.52729648,6.21965796,7.002967859,0.0,2.12630895,0.6386044670000001,6.935740562,5.01577133,1.22339676,0.888190448,1.0
NBM89NEWE4,0.0,0.0,3.787241772,5.442708122000001,5.360686943999999,5.998228949,1.340214918,5.753068551,0.0,5.658124357,5.992030237000001,5.666679421,1.4288423609999998,4.420184505,5.122267915,0.0,5.8109094720000005,5.234368432,0.0,1.5533580790000001,1.0
NBM_89D10,0.0,4.415673145,0.551937968,0.0,6.475550097,5.960489675,6.812469289,7.059827674,5.984141299,6.233242579,0.987443255,6.4775333029999995,7.30791257,0.623843109,1.193777284,5.698071926,6.500562597999999,0.796051596,1.643925417,0.0,1.0
NBM_89A7,6.3263494510000005,6.226829972000001,5.71210525,5.243202139,0.0,0.0,4.540188604,4.975509651,6.181050883999999,7.0419690070000005,5.874807241,5.778157032999999,4.930579732,6.564279804,6.018689364,0.0,0.0,4.368327009,5.209711298999999,5.529505329,1.0
NBM_89C11,6.570603717999999,5.826118713,0.557835572,0.0,0.0,1.098942021,6.3394559479999995,1.066054639,5.933975773999999,5.3544175030000005,4.639291839,3.033404093,5.989361241,5.273379605,1.203448902,0.990829913,5.153462748,5.413014445,5.3132932330000004,5.608908714,1.0
NBM_89G8,6.781478622000001,0.0,0.0,5.002599718,5.07819287,5.247123919,6.230865398,4.352851751,5.347451099,5.615590631,4.848367279,0.797615744,6.540332601,6.135835875,0.0,5.020979973999999,0.0,4.642769438999999,0.0,0.81323053,1.0
NBM_89F6,6.829447466,1.1939975520000001,5.672263236,0.7059578590000001,0.0,0.0,5.503544467999999,3.2809926480000002,0.986512475,6.688718794,5.817768257000001,0.0,4.8251843789999995,4.621890273,0.0,0.0,6.111884323,0.458764406,0.0,5.629629832000001,1.0
NBM_89B8,5.802070078,0.0,3.4839320010000003,4.39558984,4.484318357,4.504933209,5.568799865,5.272096591,4.829844391,5.773234083999999,4.220533196,6.225295042000001,5.651749553999999,3.939710341,5.049572997,0.0,5.6688859570000005,3.475271883,2.000764712,5.460641462000001,1.0
NBM89NEWF4,6.655577361000001,5.956714938999999,0.0,0.0,6.303843102999999,4.826826554,3.530880748,4.518991053,1.094282391,0.947363948,5.627772502000001,6.339938909,5.033516178,0.0,4.463404662,0.0,5.770373335,4.875070569,4.935969554,0.0,1.0
NBM89NEWC4,0.0,1.748162185,5.995489939,2.033116917,6.890257827999999,3.3506102269999998,5.902337407,1.7765877419999998,1.964031501,6.610372462000001,1.37018158,6.483750941,1.603039661,0.92016385,2.199082288,5.812183752,1.868223282,5.188297732,5.162784922,6.09888848,1.0
NBM_89E8,7.090038907,0.0,6.0445305320000005,0.0,5.742600326,4.711882188,3.7765253760000004,5.817332032,6.57347888,5.926202312999999,6.390877993999999,6.024415068,1.5879108819999999,2.068485649,5.4568536420000004,5.716371958,6.24435256,5.394587406,5.446346677999999,5.671327305,1.0
NBM_89H8,6.812651681,4.96087618,0.0,5.143821033,6.427000143,5.549407042,5.985882274,5.516820695,0.0,2.979035552,5.339040044,6.541598347000001,5.05989269,5.475612566000001,5.321182138999999,1.448231842,4.742653018,6.091652611000001,4.762219965,5.720770754,1.0
NBM_89A10,5.727046688,6.028913042999999,0.736486637,4.748636507,1.459208146,0.0,0.558032334,2.071574637,5.8846462729999995,1.6347525719999998,4.705233665,1.0717214179999999,2.044888468,4.1938257519999995,4.728653941,0.0,6.794018255,4.289455215,5.307051095,0.9646352990000001,1.0
NBM_89G10,6.395915558,0.0,5.155138783,5.018719235,5.30274844,0.0,6.634376381,6.3626714820000005,5.52523537,5.788304247999999,5.388504592,4.506719434,6.350348242999999,0.0,4.383381783,4.997832384,4.768444113,5.316158306,5.542168256,1.543043909,1.0
NBM_89G5,6.487127044,5.680631791000001,0.320210211,5.955879734,5.978590296,5.449110198,5.687997874,5.151736146,4.939461457,4.2910098130000005,4.9535065739999995,5.7927508979999995,5.640171266,5.02598371,6.236682035,5.130807777,6.847938561,4.444572646,4.425982856,6.48234991,1.0
NBM_89B11,6.768274701,5.069934462,2.311219028,0.0,4.638535557,3.973423954,5.378208562,5.654503488,5.0622512660000005,1.454378374,0.0,0.0,5.869365029,3.4507883839999995,5.497741801,4.978253175,5.722038119,4.959489204,4.430693091,2.547721217,1.0
NBM89NEWG4,0.0,0.0,5.223099456,4.837466406,5.734850401,4.6240001280000005,6.077704905,6.049452212,5.755708834,5.065874413,4.6787323469999995,5.3380000260000005,5.928165644,5.737236577999999,6.242423106,3.549638,6.0633073710000005,5.635077293999999,0.0,6.168934318,1.0
NBM_89A6,0.0,6.208259311,0.0,0.8226809429999999,5.673518393999999,4.832683464,6.116464092999999,5.801512915,1.884272996,5.1652340080000005,6.367587228,6.932961085,6.0932192810000005,5.7705255520000005,6.36560976,0.690343445,6.273622264,6.842669392,5.143927489,5.250812285,1.0
NBM_89H4,0.0,0.0,7.935508576,5.396628465,5.709724792,4.743519625,4.6253362319999995,5.518336132999999,0.0,0.0,4.302315114,6.013137523999999,4.925693555,4.959702878,5.298159502,0.0,6.55578293,4.549492006,4.468000136000001,6.0361353410000005,1.0
OX2046D6,6.661219578,5.67907627,5.64986138,4.113460304,3.3133850610000004,4.805354732,5.7533617889999995,4.341786232,5.281388253,5.4010989160000005,4.538253344,4.758592308,5.092712853,3.9748324999999998,4.744371745,2.733838833,5.781340413,5.758449432000001,4.737558768,3.8782934360000003,1.0
